,Unnamed: 0,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
362,410,Loosies,2011,Michael Corrente,Peter Facinelli,"Peter Facinelli, Jaimie Alexander, Michael Madsen, Vincent Gallo",Comedy,English,USA,89,3318
369,417,Water for Elephants,2011,Francis Lawrence,"Richard LaGravenese (screenplay), Sara Gruen (novel)","Reese Witherspoon, Robert Pattinson, Christoph Waltz, Paul Schneider",Drama,English,USA,120,58700247
377,426,This Is Not a Film,2011,"Mojtaba Mirtahmasb, Jafar Panahi",Jafar Panahi,"Jafar Panahi, Igi, Mrs. Gheirat, Mojtaba Mirtahmasb",Documentary,Persian,Iran,75,63144
384,434,Headhunters,2011,Morten Tyldum,"Ulf Ryberg (screenplay), Lars Gudmestad (screenplay), Jo Nesbo (novel)","Aksel Hennie, Synnove Macody Lund, Nikolaj Coster-Waldau, Eivind Sander",Crime,Norwegian,Norway,96,794849
392,442,The Turin Horse,2011,"Bela Tarr, Agnes Hranitzky(co-director)","Laszlo Krasznahorkai (screenplay), Bela Tarr (screenplay)","Janos Derzsi, Erika Bok, Mihaly Kormos, Ricsi",Drama,Hungarian,Hungary,155,53690
394,445,The Painting,2011,Jean-Francois Laguionie,"Nicky Baker (Adaptation), Jean-Francois Laguionie, Anik Leray, Stephanie Sheh (english adaptation)","Jean Barney, Chloe Berthier, JB Blanc, Steve Blum",Animation,French,France,76,15143
400,451,Rise of the Planet of the Apes,2011,Rupert Wyatt,"Rick Jaffa, Amanda Silver","Andy Serkis, Karin Konoval, Terry Notary, Richard Ridings",Action,English,USA,105,175300000
408,459,Dreams of a Life,2011,Carol Morley,Carol Morley,"Zawe Ashton, Alix Luka-Cain, Alistair Abrahams, Mandy Allen",Documentary,English,UK,95,6595
422,475,The Flowers of War,2011,Yimou Zhang,"Heng Liu (screenplay), Geling Yan (novel)","Christian Bale, Ni Ni, Xinyi Zhang, Tianyuan Huang",Drama,Mandarin,China,146,308164
471,529,The Details,2011,Jacob Estes,Jacob Estes,"Tobey Maguire, Gary Schwartz, Jose Gandara, Elizabeth Banks",Comedy,English,USA,101,63595
473,531,Puss in Boots,2011,Chris Miller,"Tom Wheeler (screenplay by), Brian Lynch (story by), William Davies (story by), Tom Wheeler (story by), Charles Perrault (story ""Puss in Boots"")","Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton",Animation,English,USA,90,149234747
478,536,Zookeeper,2011,Frank Coraci,"Nick Bakay (screenplay), Rock Reuben (screenplay), Kevin James (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Jay Scherick (story), David Ronn (story)","Kevin James, Rosario Dawson, Leslie Bibb, Ken Jeong",Comedy,English,USA,102,80360866
487,546,Flying Swords of Dragon Gate,2011,Hark Tsui,Hark Tsui (screenplay),"Jet Li, Xun Zhou, Kun Chen, Lun-Mei Kwei",Action,Mandarin,China,122,95452
494,554,Battle Los Angeles,2011,Jonathan Liebesman,Christopher Bertolini,"Aaron Eckhart, Ramon Rodriguez, Will Rothhaar, Cory Hardrict",Action,English,USA,116,83537651
495,555,Hop,2011,Tim Hill,"Cinco Paul (screenplay), Ken Daurio (screenplay), Brian Lynch (screenplay), Cinco Paul (story), Ken Daurio (story)","James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria",Animation,English,USA,95,108012170
499,559,Immortals,2011,Tarsem Singh,"Charley Parlapanides, Vlas Parlapanides","Henry Cavill, Mickey Rourke, Stephen Dorff, Freida Pinto",Action,English,USA,110,83488546
504,565,Declaration of War,2011,Valerie Donzelli,"Valerie Donzelli, Jeremie Elkaim","Valerie Donzelli, Jeremie Elkaim, Cesar Desseix, Gabriel Elkaim",Drama,French,France,100,46225
520,583,The Interrupters,2011,Steve James,Alex Kotlowitz (New York Times magazine article),"Tio Hardiman, Ameena Matthews, Toya Batey, Cobe Williams",Documentary,English,USA,125,282448
529,592,Death of a Superhero,2011,Ian Fitzgibbon,"Anthony McCarten (screenplay), Anthony McCarten (based on the novel by)","Thomas Brodie-Sangster, Lilly Forgach, Ian Fitzgibbon, Michael McElhatton",Animation,English,Germany,97,345
533,597,Where Do We Go Now?,2011,Nadine Labaki,"Thomas Bidegain (collaboration), Rodney El Haddad, Bassam Habib, Jihad Hojeily, Nadine Labaki","Claude Baz Moussawbaa, Layla Hakim, Nadine Labaki, Yvonne Maalouf",Comedy,Arabic,France,110,531813
538,602,Arthur Christmas,2011,"Sarah Smith, Barry Cook(co-director)","Peter Baynham (screenplay), Sarah Smith (screenplay)","James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent",Animation,English,UK,97,46440491
555,622,The Sitter,2011,David Gordon Green,"Brian Gatewood, Alessandro Tanaka","Jonah Hill, Max Records, Ari Graynor, J.B. Smoove",Comedy,English,USA,81,30200000
558,626,Tyrannosaur,2011,Paddy Considine,Paddy Considine,"Peter Mullan, Archie Lal, Jag Sanghera, Mike Fearnley",Drama,English,UK,92,22088
560,628,Kevin Hart: Laugh at My Pain,2011,"Leslie Small, Tim Story","Kevin Hart, Na'im Lynn, Joey Wells","Kevin Hart, Taraji P. Henson, Will 'Spank' Horton, Harry Ratchford",Documentary,English,USA,89,7705974
575,644,Horrid Henry: The Movie,2011,Nick Moore,"Tony Ross (illustrations), Francesca Simon (based on characters created by), Lucinda Whiteley (screenplay)","Theo Stevenson, Richard E. Grant, Parminder Nagra, Mathew Horne",Adventure,English,UK,93,2524717
589,659,Page One: Inside the New York Times,2011,Andrew Rossi,"Kate Novack, Andrew Rossi","Sarah Ellison, Larry Ingrassia, David Carr, Dennis Crowley",Documentary,English,USA,92,1067028
607,678,Fort McCoy,2011,"Kate Connor(co-director), Michael Worth(co-director)",Kate Connor,"Eric Stoltz, Kate Connor, Lyndsy Fonseca, Andy Hirsch",Drama,English,USA,100,78196
609,680,Little Birds,2011,Elgin James,Elgin James,"Juno Temple, Kay Panabaker, Kate Bosworth, Neal McDonough",Drama,English,USA,94,16590
620,691,The Rite,2011,Mikael Hafstrom,"Michael Petroni, Matt Baglio (book)","Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciaran Hinds",Drama,English,USA,114,33037754
624,696,Forks Over Knives,2011,Lee Fulkerson,Lee Fulkerson,"Lee Fulkerson, Matthew Lederman, Alona Pulde, T. Colin Campbell",Documentary,English,USA,90,1000000
628,700,The Twilight Saga: Breaking Dawn - Part 1,2011,Bill Condon,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","Taylor Lautner, Gil Birmingham, Billy Burke, Sarah Clarke",Adventure,English,USA,117,281267663
645,717,When Harry Tries to Marry,2011,Nayan Padrai,"Ralph Stein (screenplay), Nayan Padrai (screenplay)","Rahul Rai, Stefanie Estes, Freishia Bomanbehram, Osvaldo Hernandez",Comedy,English,USA,93,38261
651,724,Silent House,2011,"Chris Kentis, Laura Lau","Gustavo Hernandez (film ""La casa muda""), Laura Lau (screenplay), Oscar Estevez (original screen play)","Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Chan",Drama,English,France,86,9921042
673,750,Apart,2011,Aaron Rottinghaus,"Josh Danziger (story), Aaron Rottinghaus (story), Aaron Rottinghaus","Olesya Rulin, Josh Danziger, Bruce McGill, Joey Lauren Adams",Drama,English,USA,85,3161
678,755,The Muppets,2011,James Bobin,"Jason Segel, Nicholas Stoller, Jim Henson (based on)","Jason Segel, Amy Adams, Chris Cooper, Rashida Jones",Adventure,English,USA,103,88625922
686,763,Weekend,2011,Andrew Haigh,Andrew Haigh,"Tom Cullen, Chris New, Jonathan Race, Laura Freeman",Drama,English,UK,97,317593
687,764,The Woman in the Fifth,2011,Pawel Pawlikowski,"Douglas Kennedy (novel), Pawel Pawlikowski (screenplay)","Ethan Hawke, Kristin Scott Thomas, Joanna Kulig, Samir Guesmi",Drama,English,France,84,112498
701,780,The Innkeepers,2011,Ti West,Ti West,"Sara Paxton, Pat Healy, Alison Bartlett, Jake Ryan",Drama,English,USA,101,77501
708,787,Samsara,2011,Ron Fricke,"Ron Fricke (concept and treatment written by), Mark Magidson (concept and treatment written by)","Balinese Tari Legong Dancers, Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi, Putu Dinda Pratika",Documentary,None,USA,102,1701381
718,798,A Separation,2011,Asghar Farhadi,Asghar Farhadi,"Payman Maadi, Leila Hatami, Sareh Bayat, Shahab Hosseini",Crime,Persian,Iran,123,6700000
720,801,Balls to the Wall,2011,Penelope Spheeris,Jason Nutt (screenplay),"Joe Hursley, Jenna Dewan Tatum, Dustin Ybarra, Dean Austin",Comedy,English,USA,85,3140
724,805,Brief Reunion,2011,John Daschbach,John Daschbach,"Joel de la Fuente, Alexie Gilmore, Scott Shepherd, Francie Swift",Drama,English,USA,88,5891
742,826,The Fairy,2011,"Dominique Abel, Fiona Gordon, Bruno Romy","Dominique Abel (screenplay), Fiona Gordon (screenplay), Bruno Romy (screenplay)","Dominique Abel, Fiona Gordon, Philippe Martz, Bruno Romy",Comedy,French,France,93,18417
768,854,We Need to Talk About Kevin,2011,Lynne Ramsay,"Lynne Ramsay (screenplay), Rory Stewart Kinnear (screenplay), Lionel Shriver (novel)","Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",Drama,English,UK,112,1738692
770,856,Final Destination 5,2011,Steven Quale,"Eric Heisserer, Jeffrey Reddick (characters)","Nicholas D'Agosto, Emma Bell, Miles Fisher, Ellen Wroe",Horror,English,USA,92,42500000
774,861,Kinyarwanda,2011,Alrick Brown,"Alrick Brown (screenplay), Patricia Janvier (storyline consultant), Ishmael Ntihabose (story), Charles Plath (storyline consultant)","Cassandra Freeman, Edouard Bamporiki, Cleophas Kabasita, Mazimpaka Kennedy",Drama,English,USA,100,21097
775,862,Union Square,2011,Nancy Savoca,"Nancy Savoca (screenplay), Mary Tobler (screenplay)","Mira Sorvino, Michael Sirow, Tammy Blanchard, Murray",Drama,English,USA,80,44830
782,870,Cowboys & Aliens,2011,Jon Favreau,"Roberto Orci (screenplay), Alex Kurtzman (screenplay), Damon Lindelof (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), Mark Fergus (screen story), Hawk Ostby (screen story), Steve Oedekerk (screen story), Scott Mitchell Rosenberg (Platinum Studios comic book)","Daniel Craig, Abigail Spencer, Buck Taylor, Matthew Taylor",Action,English,USA,119,100215116
783,871,Ready,2011,Anees Bazmee,"Rajan Aggarwal (screenplay co-writer), Ikram Akhtar (screenplay), Nisar Akhtar (additional dialogue), Farhad Bhiwandiwala (dialogue), Gopimohan (story), Rajeev Kaul (screenplay), Sajid (dialogue)","Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar",Action,Hindi,India,145,910446
794,884,Honey 2,2011,Bille Woodruff,"Alyson Fouse, Blayne Weaver","Gee Alexander, Gerry Bednob, Aaron Benjamin, Ariana Berlin",Comedy,English,USA,110,696794
799,889,Seven Days in Utopia,2011,Matthew Dean Russell,"David L. Cook (screenplay), Rob Levine (screenplay), Matthew Dean Russell (screenplay), Sandra Thrift (screenplay), David L. Cook (novel)","Robert Duvall, Lucas Black, Melissa Leo, Deborah Ann Woll",Drama,English,USA,100,4367448
817,911,Zokkomon,2011,Satyajit Bhatkal,"Javed Akhtar (lyrics), Satyajit Bhatkal (story & screenplay), Svati Chakravarty Bhatkal (story & screenplay), Lancy Fernandes (story & screenplay), Divy Nidhi Sharma (dialogues)","Darsheel Safary, Anupam Kher, Manjari Fadnnis, Tinnu Anand",Action,Hindi,India,109,2815
826,921,A Dangerous Method,2011,David Cronenberg,"Christopher Hampton (screenplay), Christopher Hampton (play), John Kerr (book)","Keira Knightley, Viggo Mortensen, Michael Fassbender, Vincent Cassel",Biography,English,UK,99,5702083
838,934,Butter,2011,Jim Field Smith,Jason A. Micallef,"Jennifer Garner, Ty Burrell, Garrett Schenck, Kristen Schaal",Comedy,English,USA,90,70931
851,949,The Girl with the Dragon Tattoo,2011,David Fincher,"Steven Zaillian (screenplay by), Stieg Larsson (novel)","Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgard",Crime,English,USA,158,102515793
855,954,What's Your Number?,2011,Mark Mylod,"Karyn Bosnak (novel), Gabrielle Allan (screenplay), Jennifer Crittenden (screenplay)","Anna Faris, Chris Evans, Ari Graynor, Blythe Danner",Comedy,English,USA,106,14008193
867,969,Larry Crowne,2011,Tom Hanks,"Tom Hanks, Nia Vardalos","Tom Hanks, Sarah Mahoney, Roxana Ortega, Randall Park",Comedy,English,USA,98,35565975
876,979,30 Minutes or Less,2011,Ruben Fleischer,"Michael Diliberti (screenplay), Michael Diliberti (story), Matthew Sullivan (story)","Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson",Action,English,USA,83,37100000
878,981,Mere Brother Ki Dulhan,2011,Ali Abbas Zafar,Ali Abbas Zafar,"Imran Khan, Katrina Kaif, Ali Zafar, Tara D'Souza",Comedy,Hindi,India,139,399429
889,993,The Monk,2011,Dominik Moll,"Matthew Lewis (novel), Dominik Moll (screenplay), Anne-Louise Trividic (screenplay)","Vincent Cassel, Deborah Francois, Josephine Japy, Sergi Lopez",Drama,French,Spain,101,8418
891,996,Limitless,2011,Neil Burger,"Leslie Dixon (screenplay), Alan Glynn (novel)","Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard",Mystery,English,USA,105,79230923
893,998,Take Me Home,2011,Sam Jaeger,Sam Jaeger,"Amber Jaeger, Sam Jaeger, Victor Garber, Cristine Rose",Comedy,English,USA,97,15374
904,1010,Chalet Girl,2011,Phil Traill,Tom Williams (screenplay),"Miquita Oliver, Rick Edwards, Felicity Jones, Bill Bailey",Comedy,English,UK,97,1201
912,1019,Sound of My Voice,2011,Zal Batmanglij,"Zal Batmanglij, Brit Marling","Christopher Denham, Nicole Vicius, Brit Marling, Davenia McFadden",Drama,English,USA,85,300000
918,1028,If a Tree Falls: A Story of the Earth Liberation Front,2011,"Marshall Curry, Sam Cullman(co-director)","Marshall Curry, Matthew Hamachek","Daniel McGowan, Lisa McGowan, Tim Lewis, Kirk Engdall",Documentary,English,USA,85,61153
925,1035,Blackthorn,2011,Mateo Gil,Miguel Barros (scriptwriter),"Sam Shepard, Eduardo Noriega, Stephen Rea, Magaly Solier",Action,English,Spain,102,131979
926,1036,The Day He Arrives,2011,Sang-soo Hong,Sang-soo Hong,"Joon-Sang Yoo, Sang-Jung Kim, Seon-mi Song, Bo-kyeong Kim",Drama,Korean,South Korea,79,3311
928,1038,"Love, Wedding, Marriage",2011,Dermot Mulroney,"Anouska Chydzik, Caprice Crane","Mandy Moore, Kellan Lutz, James Brolin, Jane Seymour",Comedy,English,USA,90,1378
937,1049,Monte Carlo,2011,Thomas Bezucha,"Thomas Bezucha (screenplay), April Blair (screenplay), Maria Maggenti (screenplay), Kelly Bowe (screen story), Jules Bass (novel)","Selena Gomez, Katie Cassidy, Leighton Meester, Cory Monteith",Adventure,English,Hungary,109,22500000
942,1054,Clandestine Childhood,2011,Benjamin Avila,"Benjamin Avila (screenplay), Marcelo Muller (screenplay)","Ernesto Alterio, Natalia Oreiro, Cesar Troncoso, Teo Gutierrez Moreno",Drama,Spanish,Argentina,112,9017
952,1065,Rio,2011,Carlos Saldanha,"Carlos Saldanha (story), Earl Richey Jones (story), Todd R. Jones (story), Don Rhymer (screenplay), Joshua Sternin (screenplay), J.R. Ventimilia (screenplay), Sam Harper (screenplay)","Karen Disher, Jason Fricchione, Sofia Scarpa Saldanha, Leslie Mann",Animation,English,USA,96,143613651
954,1068,You've Been Trumped,2011,Anthony Baxter,"Richard Phinney, Anthony Baxter","Anthony Baxter, Kevin Brown, Paul Cheshire, Mickey Foote",Documentary,English,UK,79,28450
955,1069,Gnomeo & Juliet,2011,Kelly Asbury,"Rob Sprackling (story), Johnny Smith (story), Andy Riley (story), Kevin Cecil (story), Kelly Asbury (story), Steve Hamilton Shaw (story), Andy Riley (screenplay), Kevin Cecil (screenplay), Mark Burton (screenplay), Emily Cook (screenplay), Kathy Greenberg (screenplay), Steve Hamilton Shaw (screenplay), Kelly Asbury (screenplay), Rob Sprackling (original screenplay), Johnny Smith (original screenplay), William Shakespeare (play)","James McAvoy, Emily Blunt, Ashley Jensen, Michael Caine",Animation,English,UK,84,99808609
957,1071,The Music Never Stopped,2011,Jim Kohlberg,"Gwyn Lurie (screenplay), Gary Marks (screenplay), Oliver Sacks (essay ""The Last Hippie"")","J.K. Simmons, Cara Seymour, Lou Taylor Pucci, Scott Adsit",Drama,English,USA,105,258077
963,1078,Hugo,2011,Martin Scorsese,"John Logan (screenplay by), Brian Selznick (based on the book entitled ""The Invention of Hugo Cabret"" by)","Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloe Grace Moretz",Adventure,English,USA,126,73820094
979,1095,Beastly,2011,Daniel Barnz,"Daniel Barnz (screenplay), Alex Flinn (novel)","Alex Pettyfer, Justin Bradley, Mary-Kate Olsen, Dakota Johnson",Drama,English,USA,86,27854896
981,1097,Being Elmo: A Puppeteer's Journey,2011,Constance Marks,"Philip Shane, Justin Weinstein","Whoopi Goldberg, Bill Barretta, Fran Brill, Carson Carr",Documentary,English,USA,80,302652
982,1098,The Pruitt-Igoe Myth,2011,Chad Freidrichs,"Chad Freidrichs (script), Jaime Freidrichs (script)","Slyvester Brown, Irvin Dagen, Elmer Fiedler, Robert Fishman",Documentary,English,USA,79,44683
984,1100,Paul,2011,Greg Mottola,"Simon Pegg, Nick Frost","Mia Stallard, Simon Pegg, Nick Frost, Jeremy Owen",Adventure,English,USA,104,37371385
990,1106,Margin Call,2011,J.C. Chandor,J.C. Chandor,"Kevin Spacey, Paul Bettany, Jeremy Irons, Zachary Quinto",Drama,English,USA,107,600000
1014,1133,Contagion,2011,Steven Soderbergh,Scott Z. Burns,"Gwyneth Paltrow, Tien You Chui, Josie Ho, Daria Strokous",Drama,English,USA,106,75638743
1017,1136,The Cabin in the Woods,2011,Drew Goddard,"Joss Whedon, Drew Goddard","Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",Comedy,English,USA,95,42043633
1042,1161,The Trouble with Bliss,2011,Michael Knowles,"Michael Knowles, Douglas Light (novel), Douglas Light","Michael C. Hall, Brie Larson, Peter Fonda, Glenn Kubota",Comedy,English,USA,97,10911
1050,1169,Mission: Impossible - Ghost Protocol,2011,Brad Bird,"Bruce Geller (television series ""Mission: Impossible""), Josh Appelbaum, Andre Nemec","Tom Cruise, Paula Patton, Simon Pegg, Jeremy Renner",Action,English,USA,132,209364921
