,Unnamed: 0,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
488,547,The Bourne Legacy,2012,Tony Gilroy,"Tony Gilroy (screenplay), Dan Gilroy (screenplay), Tony Gilroy (story), Robert Ludlum (inspired by ""The Bourne Series"" created by)","Jeremy Renner, Scott Glenn, Stacy Keach, Edward Norton",Action,English,USA,135,113165635
498,558,Zero Dark Thirty,2012,Kathryn Bigelow,Mark Boal,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler",Drama,English,USA,157,95720716
500,560,Vicky Donor,2012,Shoojit Sircar,"Juhi Chaturvedi (dialogue), Juhi Chaturvedi (screenplay), Juhi Chaturvedi (story)","Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia",Comedy,Hindi,India,126,466467
501,561,Dredd,2012,Pete Travis,"John Wagner (characters), Carlos Ezquerra (characters), Alex Garland (screenplay)","Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau",Action,English,UK,95,13401683
502,563,Good Deeds,2012,Tyler Perry,Tyler Perry (screenplay),"Tyler Perry, Thandie Newton, Gabrielle Union, Eddie Cibrian",Comedy,English,USA,110,35010192
507,569,Reality,2012,Matteo Garrone,"Matteo Garrone (story), Massimo Gaudioso (story), Ugo Chiti (screenplay), Maurizio Braucci (screenplay), Matteo Garrone (screenplay), Massimo Gaudioso (screenplay)","Aniello Arena, Loredana Simioli, Nando Paone, Nello Iorio",Comedy,Italian,Italy,116,44768
519,582,Diary of a Wimpy Kid: Dog Days,2012,David Bowers,"Maya Forbes (screenplay by), Wallace Wolodarsky (screenplay by), Jeff Kinney (based upon the book by)","Zachary Gordon, Steve Zahn, Robert Capron, Devon Bostick",Comedy,English,USA,94,49002815
522,585,The End of Time,2012,Peter Mettler,"Alexandra Rockingham Gill, Peter Mettler","Peter Mettler, Freya Blekman, Richie Hawtin, George Mikenberg",Documentary,English,Switzerland,109,3776
524,587,The Hobbit: An Unexpected Journey,2012,Peter Jackson,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)","Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Adventure,English,USA,169,303001229
526,589,"For a Good Time, Call...",2012,Jamie Travis,"Katie Anne Naylon, Lauren Miller Rogen","Lauren Miller Rogen, James Wolk, Ari Graynor, Justin Long",Comedy,English,USA,85,1200000
534,598,Piranha 3DD,2012,John Gulager,"Patrick Melton, Marcus Dunstan, Joel Soisson, Pete Goldfinger (characters), Josh Stolberg (characters)","Danielle Panabaker, Matt Bush, Katrina Bowden, Jean-Luc Bilodeau",Comedy,English,USA,83,370904
553,619,Frances Ha,2012,Noah Baumbach,"Noah Baumbach, Greta Gerwig","Greta Gerwig, Mickey Sumner, Michael Esper, Adam Driver",Comedy,English,USA,86,3900000
559,627,What to Expect When You're Expecting,2012,Kirk Jones,"Shauna Cross (screenplay), Heather Hach (screenplay), Heidi Murkoff (books)","Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Chace Crawford",Comedy,English,USA,110,41102171
561,629,The Place Beyond the Pines,2012,Derek Cianfrance,"Derek Cianfrance (story), Ben Coccio (story), Derek Cianfrance (screenplay), Ben Coccio (screenplay), Darius Marder (screenplay)","Ryan Gosling, Craig Van Hook, Eva Mendes, Olga Merediz",Crime,English,USA,140,21300000
574,643,Far Out Isn't Far Enough: The Tomi Ungerer Story,2012,Brad Bernstein,Brad Bernstein,"Tomi Ungerer, Maurice Sendak, Jules Feiffer, Michael Patrick Hearn",Documentary,English,USA,98,33428
587,657,Magic Mike,2012,Steven Soderbergh,Reid Carolin,"Matthew McConaughey, Channing Tatum, Olivia Munn, Alex Pettyfer",Comedy,English,USA,110,113709992
588,658,Best Man Down,2012,Ted Koland,Ted Koland,"Justin Long, Jess Weixler, Tyler Labine, Addison Timlin",Comedy,English,USA,89,1842
593,663,Nature Calls,2012,Todd Rohal,Todd Rohal (screenplay),"Maura Tierney, Patton Oswalt, Robert Longstreet, Rob Riggle",Comedy,English,USA,79,382
603,674,The Giant Mechanical Man,2012,Lee Kirk,Lee Kirk,"Jenna Fischer, Chris Messina, Malin Akerman, Rich Sommer",Comedy,English,USA,94,5360
618,689,Promised Land,2012,Gus Van Sant,"John Krasinski (screenplay), Matt Damon (screenplay), Dave Eggers (story)","Matt Damon, Benjamin Sheeler, Terry Kinney, Carla Bianco",Drama,English,USA,106,7600000
619,690,Iron Sky,2012,Timo Vuorensola,"Jarmo Puskala (original concept), Johanna Sinisalo (based on a story by), Michael Kalesniko (screenplay by), Timo Vuorensola (screenplay by)","Julia Dietze, Christopher Kirby, Gotz Otto, Udo Kier",Action,English,Finland,93,66076
621,693,House at the End of the Street,2012,Mark Tonderai,"David Loucka (screenplay), Jonathan Mostow (story)","Jennifer Lawrence, Max Thieriot, Elisabeth Shue, Gil Bellows",Drama,English,Canada,101,31600000
633,705,Unfinished Song,2012,Paul Andrew Williams,Paul Andrew Williams,"Terence Stamp, Vanessa Redgrave, Gemma Arterton, Barry Martin",Comedy,English,UK,90,1676463
679,756,Thanks for Sharing,2012,Stuart Blumberg,"Stuart Blumberg, Matt Winston","Mark Ruffalo, Tim Robbins, Gwyneth Paltrow, Josh Gad",Comedy,English,USA,112,752929
691,769,Smashed,2012,James Ponsoldt,"Susan Burke, James Ponsoldt","Mary Elizabeth Winstead, Aaron Paul, Nick Offerman, Megan Mullally",Drama,English,USA,81,375981
698,777,Tere Naal Love Ho Gaya,2012,Mandeep Kumar,"Abhijeet Sandhu, Dhieyo Sandhu","Riteish Deshmukh, Genelia D'Souza, Om Puri, Tinnu Anand",Comedy,Hindi,India,130,177472
706,785,Searching for Sugar Man,2012,Malik Bendjelloul,"Malik Bendjelloul, Stephen 'Sugar' Segerman (article), Craig Bartholomew Strydom (article)","Stephen 'Sugar' Segerman, Dennis Coffey, Mike Theodore, Dan DiMaggio",Documentary,English,Sweden,86,3100000
715,795,Barfi!,2012,Anurag Basu,"Anurag Basu (story and screenplay), Tani Basu (story and screenplay), Sanjeev Dutta (dialogue)","Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla",Comedy,Hindi,India,151,2804874
716,796,Filly Brown,2012,"Youssef Delara, Michael D. Olmos",Youssef Delara,"Gina Rodriguez, Khool-Aid Rios, Jenni Rivera, Lou Diamond Phillips",Drama,English,USA,80,2818020
719,800,Life of Pi,2012,Ang Lee,"Yann Martel (novel), David Magee (screenplay)","Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur",Adventure,English,USA,127,103500000
723,804,Compliance,2012,Craig Zobel,Craig Zobel,"Ann Dowd, Matt Servitto, Dreama Walker, Pat Healy",Biography,English,USA,90,318622
730,813,Thaandavam,2012,Vijay,"Nigel Genis (scene), Mike Parish, Vijay","Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson",Action,Tamil,India,160,212145
743,827,The Paperboy,2012,Lee Daniels,"Peter Dexter (screenplay by), Lee Daniels (screenplay by), Peter Dexter (based on the novel by)","Zac Efron, Matthew McConaughey, Nicole Kidman, John Cusack",Crime,English,USA,107,692640
745,829,The End of Love,2012,Mark Webber,Mark Webber (screenplay),"Isaac Love, Mark Webber, Amanda Seyfried, Jason Ritter",Drama,English,USA,89,8326
753,838,The Words,2012,"Brian Klugman, Lee Sternthal","Brian Klugman, Lee Sternthal","Dennis Quaid, John Hannah, Jeremy Irons, Bradley Cooper",Drama,English,USA,102,11434867
755,840,Jack & Diane,2012,Bradley Rust Gray,Bradley Rust Gray,"Juno Temple, Jackson Ning, Samantha Ives, Anika Jennie Ji",Drama,English,USA,110,1041
766,852,Nitro Circus: The Movie,2012,"Gregg Godfrey, Jeremy Rawle","Gregg Godfrey, Travis Pastrana, Jeremy Rawle","Travis Pastrana, Jolene Van Vugt, Tommy Passemante, Jim DeChamp",Documentary,English,USA,92,3376905
784,872,On the Other Side of the Tracks,2012,David Charhon,"Eric Altmayer (original idea), Nicolas Altmayer (original idea), David Charhon (screenplay), Alexis Dolivet (adaptation), Remy Four (screenplay), Laurent Lafitte (adaptation), Julien War (screenplay)","Omar Sy, Laurent Lafitte, Sabrina Ouazani, Lionel Abelanski",Action,French,France,96,5923
803,894,Hyde Park on Hudson,2012,Roger Michell,Richard Nelson,"Bill Murray, Laura Linney, Samuel West, Olivia Colman",Biography,English,UK,94,6367780
815,907,Agent Vinod,2012,Sriram Raghavan,"Arijit Biswas (story), Sriram Raghavan (story)","Kareena Kapoor, Saif Ali Khan, Adil Hussain, Gulshan Grover",Action,Hindi,India,157,632446
820,914,A Dark Truth,2012,Damian Lee,Damian Lee,"Lloyd Adams, Alfredo Alvarez Calderon, Josh Bainbridge, Danielle Baker",Action,English,Canada,106,5750
821,916,Journey 2: The Mysterious Island,2012,Brad Peyton,"Brian Gunn (screenplay), Mark Gunn (screenplay), Richard Outten (story), Brian Gunn (story), Mark Gunn (story), Jules Verne (novel)","Dwayne Johnson, Michael Caine, Josh Hutcherson, Luis Guzman",Action,English,USA,94,103812241
824,919,Contraband,2012,Baltasar Kormakur,"Aaron Guzikowski (screenplay), Arnaldur Indridason (film ""Reykjavik-Rotterdam""), Oskar Jonasson (film ""Reykjavik-Rotterdam"")","Robert Wahlberg, Caleb Landry Jones, Jason Mitchell, Paul LeBlanc",Action,English,USA,109,66489425
840,936,On the Road,2012,Walter Salles,"Jack Kerouac (based on the novel by), Jose Rivera (screenplay by)","Sam Riley, Garrett Hedlund, Kristen Stewart, Amy Adams",Adventure,English,France,124,665094
845,943,Django Unchained,2012,Quentin Tarantino,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",Drama,English,USA,165,162804648
846,944,Safe House,2012,Daniel Espinosa,David Guggenheim,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson",Action,English,South Africa,115,126149655
856,956,The Sessions,2012,Ben Lewin,"Ben Lewin (written for the screen by), Mark O'Brien (article)","John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood",Biography,English,USA,95,5997134
873,975,Rock of Ages,2012,Adam Shankman,"Justin Theroux (screenplay by), Chris D'Arienzo (screenplay by), Allan Loeb (screenplay by), Chris D'Arienzo (based on the musical ""Rock of Ages"" written by)","Julianne Hough, Dakota Sage Grant, Matthew Rush Sullivan, Diego Boneta",Comedy,English,USA,123,38509342
880,983,Girls Against Boys,2012,Austin Chick,Austin Chick,"Nicole LaLiberte, Danielle Panabaker, Matthew Rauch, Liam Aiken",Drama,English,USA,93,6111
886,989,One for the Money,2012,Julie Anne Robinson,"Stacy Sherman (screenplay), Karen Ray (screenplay), Liz Brixius (screenplay), Janet Evanovich (novel)","Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo",Action,English,USA,91,26100000
895,1000,It's a Disaster,2012,Todd Berger,Todd Berger,"Rachel Boston, Kevin M. Brennan, David Cross, America Ferrera",Comedy,English,USA,88,57216
902,1007,One Me and One You,2012,Shakun Batra,"Shakun Batra, Ayesha DeVitre","Kareena Kapoor, Imran Khan, Boman Irani, Zenobia Shroff",Comedy,Hindi,India,110,1153360
915,1024,Bettie Page Reveals All,2012,Mark Mori,Douglas Miller,"Bettie Page, Hugh Hefner, Olivia de Berardinis, Dita Von Teese",Documentary,English,USA,101,102378
916,1026,The Apparition,2012,Todd Lincoln,Todd Lincoln,"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill",Horror,English,USA,82,4700000
917,1027,Wrath of the Titans,2012,Jonathan Liebesman,"Dan Mazeau (screenplay), David Leslie Johnson-McGoldrick (screenplay), Greg Berlanti (story), David Leslie Johnson-McGoldrick (story), Dan Mazeau (story), Beverley Cross","Sam Worthington, Liam Neeson, Ralph Fiennes, Edgar Ramirez",Action,English,Spain,99,83640426
919,1029,ParaNorman,2012,"Chris Butler, Sam Fell",Chris Butler,"Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck",Animation,English,USA,92,55994557
924,1034,Love in the Buff,2012,Ho-Cheung Pang,"Jody Luk, Yee-sum Luk (screenplay), Ho-Cheung Pang (based on characters created by), Ho-Cheung Pang (screenplay)","Miriam Chin Wah Yeung, Shawn Yue, Mi Yang, Zheng Xu",Comedy,Cantonese,Hong Kong,112,254712
929,1039,Paradise: Love,2012,Ulrich Seidl,"Ulrich Seidl (screenplay), Veronika Franz (screenplay)","Margarete Tiesel, Peter Kazungu, Inge Maux, Dunja Sowinetz",Drama,German,Austria,120,16952
969,1085,ATM,2012,David Brooks,"Chris Sparling (screenplay), Chris Sparling (story), Ron Tippe (story)","Brian Geraghty, Alice Eve, Josh Peck, Mike O'Brian",Horror,English,USA,90,2034
971,1087,The Amazing Spider-Man,2012,Marc Webb,"James Vanderbilt (screenplay), Alvin Sargent (screenplay), Steve Kloves (screenplay), James Vanderbilt (story), Stan Lee (based on the Marvel comic book by), Steve Ditko (based on the Marvel comic book by)","Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary",Action,English,USA,136,262030663
972,1088,Kon-Tiki,2012,"Joachim Ronning, Espen Sandberg",Petter Skavlan,"Pal Sverre Hagen, Anders Baasmo Christiansen, Tobias Santelmann, Gustaf Skarsgard",Adventure,Norwegian,UK,118,1511798
980,1096,The Sapphires,2012,Wayne Blair,"Keith Thompson, Tony Briggs, Tony Briggs (adapted from the stage play by)","Tanika Lonesborough, Nioka Brennan, Lynette Narkle, Kylie Belling",Biography,English,Australia,103,2400000
1004,1122,Moonrise Kingdom,2012,Wes Anderson,"Wes Anderson, Roman Coppola","Bruce Willis, Edward Norton, Bill Murray, Frances McDormand",Adventure,English,USA,94,45507865
1016,1135,Greedy Lying Bastards,2012,Craig Scott Rosebraugh,"Patrick Gambuti Jr., Craig Scott Rosebraugh","Enoch Adams, George W. Bush, Philip Cooney, Kert Davies",Documentary,English,USA,90,45000
1024,1143,Nobody Walks,2012,Ry Russo-Young,"Lena Dunham, Ry Russo-Young","John Krasinski, Olivia Thirlby, Rosemarie DeWitt, India Ennenga",Drama,English,USA,83,24995
1041,1160,Call Me Kuchu,2012,"Katherine Fairfax Wright, Malika Zouhali-Worrall","Katherine Fairfax Wright, Malika Zouhali-Worrall","David Bahati, David Kato, Gilles Muhame, Naome Ruzindana",Documentary,English,USA,87,8941
1045,1164,Husbands in Goa,2012,Saji Surendran,Krishna Poojappura,"Asif Ali, Indrajith, Jayasurya, Lal",Comedy,Malayalam,India,140,10135
1049,1168,A Hijacking,2012,Tobias Lindholm,Tobias Lindholm,"Pilou Asbaek, Soren Malling, Dar Salim, Roland Moller",Drama,Danish,Denmark,103,269428
1057,1176,La pirogue,2012,Moussa Toure,"Abasse Ndione (novel), Eric Neve (scenario and dialogue), David Bouchet (scenario and dialogue)","Souleymane Seye Ndiaye, Laity Fall, Malamine 'Yalenguen' Drame, Balla Diarra",Drama,French,France,87,11165
1058,1177,Silent Night,2012,Steven C. Miller,Jayson Rothwell (screenplay by),"Malcolm McDowell, Jaime King, Donal Logue, Rick Skene",Comedy,English,Canada,94,9672
1060,1179,Price Check,2012,Michael Walker,Michael Walker,"Eric Mabius, Matt Servitto, Annie Parisse, Finn Donoghue",Comedy,English,USA,92,4669
1074,1193,The Pervert's Guide to Ideology,2012,Sophie Fiennes,Slavoj Zizek (screenplay),Slavoj Zizek,Documentary,English,UK,136,66236
1081,1200,The Angels' Share,2012,Ken Loach,Paul Laverty (screenplay),"Paul Brannigan, Siobhan Reilly, John Henshaw, Gary Maitland",Comedy,English,UK,101,687405
1091,1210,Step Up Revolution,2012,Scott Speer,"Amanda Brody, Duane Adler (characters)","Cleopatra Coleman, Ryan Guzman, Misha Gabriel Hamilton, Michael 'Xeno' Langebeck",Drama,English,USA,99,35057332
1095,1214,Argo,2012,Ben Affleck,"Chris Terrio (screenplay by), Tony Mendez (based on a selection from ""The Master of Disguise"" by), Joshuah Bearman (based on the Wired Magazine article ""The Great Escape"" by)","Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman",Biography,English,USA,120,136019448
