,Unnamed: 0,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
901,1006,Vicky Cristina Barcelona,2008,Woody Allen,Woody Allen,"Rebecca Hall, Scarlett Johansson, Christopher Evan Welch, Chris Messina",Drama,English,Spain,96,23164041
927,1037,21,2008,Robert Luketic,"Peter Steinfeld (screenplay), Allan Loeb (screenplay), Ben Mezrich (book)","Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo",Crime,English,USA,123,81159365
939,1051,Summer Hours,2008,Olivier Assayas,Olivier Assayas,"Juliette Binoche, Charles Berling, Jeremie Renier, Edith Scob",Drama,French,France,103,1566427
944,1056,The Wackness,2008,Jonathan Levine,Jonathan Levine,"Ben Kingsley, Josh Peck, Famke Janssen, Olivia Thirlby",Comedy,English,UK,99,2100000
945,1057,Untraceable,2008,Gregory Hoblit,"Robert Fyvolent (screenplay), Mark Brinker (screenplay), Allison Burnett (screenplay), Robert Fyvolent (story), Mark Brinker (story)","Diane Lane, Billy Burke, Colin Hanks, Joseph Cross",Crime,English,USA,101,28687835
966,1081,More Than a Game,2008,Kristopher Belman,"Kristopher Belman, Brad Hogan","LeBron James, Dru Joyce, Romeo Travis, Sian Cotton",Documentary,English,USA,105,887029
968,1083,Tropic Thunder,2008,Ben Stiller,"Justin Theroux (screenplay), Ben Stiller (screenplay), Etan Cohen (screenplay), Ben Stiller (story), Justin Theroux (story)","Jeff Kahn, Robert Downey Jr., Anthony Ruivivar, Jack Black",Action,English,USA,107,110416702
983,1099,Sex Drive,2008,Sean Anders,"Sean Anders (screenplay), John Morris (screenplay), Andy Behrens (book)","Josh Zuckerman, Amanda Crew, Clark Duke, James Marsden",Adventure,English,USA,109,8364827
994,1111,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,Alex Gibney,"Alex Gibney (screenplay), Hunter S. Thompson (writings)","Hunter S. Thompson, Johnny Depp, Joe Cairo, David Carlo",Documentary,English,USA,120,1031095
996,1114,The Curious Case of Benjamin Button,2008,David Fincher,"Eric Roth (screenplay), Eric Roth (story), Robin Swicord (story), F. Scott Fitzgerald (short story)","Cate Blanchett, Brad Pitt, Julia Ormond, Faune Chambers Watkins",Drama,English,USA,166,127490802
1005,1124,Bronson,2008,Nicolas Winding Refn,"Brock Norman Brock (screenplay), Nicolas Winding Refn (screenplay)","Tom Hardy, Kelly Adams, Luing Andrews, Katy Barker",Action,English,UK,92,100000
1006,1125,The Wrestler,2008,Darren Aronofsky,Robert Siegel,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis",Drama,English,USA,109,26136413
1032,1151,Sunshine Cleaning,2008,Christine Jeffs,Megan Holley,"Amy Adams, Emily Blunt, Alan Arkin, Jason Spevack",Comedy,English,USA,91,12033702
1036,1155,The Rocker,2008,Peter Cattaneo,"Maya Forbes (screenplay), Wallace Wolodarsky (screenplay), Ryan Jaffe (story)","Rainn Wilson, Christina Applegate, Teddy Geiger, Josh Gad",Comedy,English,USA,102,6339401
1056,1175,Bride Flight,2008,Ben Sombogaart,Marieke van der Pol (screenplay),"Karina Smulders, Pleuni Touw, Anna Drijver, Willeke van Ammelrooy",Drama,Dutch,Netherlands,130,497252
1078,1197,The Great Buck Howard,2008,Sean McGinly,Sean McGinly,"John Malkovich, Colin Hanks, Emily Blunt, Ricky Jay",Comedy,English,USA,90,606264
1113,1232,Soul Men,2008,Malcolm D. Lee,"Robert Ramsey, Matthew Stone","Samuel L. Jackson, Bernie Mac, Sharon Leal, Adam Herschman",Comedy,English,USA,100,11966888
1120,1239,Rough and Corny,2008,Carlos Cuaron,Carlos Cuaron (screenplay),"Gael Garcia Bernal, Diego Luna, Guillermo Francella, Dolores Heredia",Comedy,Spanish,Mexico,103,1746295
1121,1240,Hancock,2008,Peter Berg,"Vincent Ngo, Vince Gilligan","Will Smith, Charlize Theron, Jason Bateman, Jae Head",Action,English,USA,92,227946274
1125,1244,Elegy,2008,Isabel Coixet,"Nicholas Meyer (screenplay), Philip Roth (novel)","Penelope Cruz, Ben Kingsley, Dennis Hopper, Patricia Clarkson",Drama,English,USA,112,3456676
1155,1275,Let's Talk About the Rain,2008,Agnes Jaoui,"Agnes Jaoui (scenario), Jean-Pierre Bacri (scenario)","Agnes Jaoui, Jean-Pierre Bacri, Jamel Debbouze, Pascale Arbillot",Comedy,French,France,110,106093
1160,1280,Man on Wire,2008,James Marsh,"Philippe Petit (based on the book ""To Reach the Clouds"" by)","Philippe Petit, Jean Francois Heckel, Jean-Louis Blondeau, Annie Allix",Documentary,English,UK,94,2600296
1163,1283,Mad Money,2008,Callie Khouri,"Glenn Gers (screenplay), John Mister (earlier screenplay), Neil McKay (screenplay ""Hot Money""), Terry Winsor (screenplay ""Hot Money"")","Diane Keaton, Ted Danson, Katie Holmes, Adam Rothenberg",Comedy,English,USA,104,20536106
1192,1314,Street Kings,2008,David Ayer,"James Ellroy (screenplay), Kurt Wimmer (screenplay), Jamie Moss (screenplay), James Ellroy (story)","Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans",Action,English,USA,109,26351341
1236,1362,Prom Night,2008,Nelson McCormick,J.S. Cardone,"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis",Horror,English,USA,88,43818159
1250,1378,Cloverfield,2008,Matt Reeves,Drew Goddard,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David",Action,English,USA,85,79952254
1263,1393,"New York, I Love You",2008,"Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Mira Nair, Natalie Portman, Brett Ratner","Hu Hong (segment), Yao Meng (segment), Israel Horovitz (adaptation), Suketu Mehta (segment), Shunji Iwai (segment), Israel Horovitz (adaptation), Olivier Lecot (segment), Jeff Nathanson (segment), Xan Cassavetes (segment), Stephen Winter (segment), Anthony Minghella (segment), Natalie Portman (segment), Fatih Akin (segment), Joshua Marston (segment), Hall Powell (transitions ""Randy Balsmeyer""), Israel Horovitz (transitions ""Randy Balsmeyer""), Jim Strouse (transitions ""Randy Balsmeyer""), Emmanuel Benbihy (concept)","Hayden Christensen, Andy Garcia, Rachel Bilson, Natalie Portman",Comedy,English,USA,103,1600000
1286,1419,Made of Honor,2008,Paul Weiland,"Adam Sztykiel (screenplay), Deborah Kaplan (screenplay), Harry Elfont (screenplay), Adam Sztykiel (story)","Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Kadeem Hardison",Comedy,English,USA,101,46012734
1309,1443,Rachel Getting Married,2008,Jonathan Demme,Jenny Lumet,"Sebastian Stan, Roslyn Ruff, Anne Hathaway, Bill Irwin",Drama,English,USA,113,12748504
1337,1473,The Express,2008,Gary Fleder,"Charles Leavitt, Robert Gallagher (book)","Rob Brown, Dennis Quaid, Darrin Dewitt Henson, Omar Benson Miller",Biography,English,USA,130,9589875
1341,1477,Little Ashes,2008,Paul Morrison,Philippa Goslett,"Javier Beltran, Robert Pattinson, Matthew McNulty, Marina Gatell",Biography,English,UK,112,400000
1359,1496,Beer for My Horses,2008,Michael Salomon,"Rodney Carrington (screenplay), Toby Keith (screenplay)","Toby Keith, Rodney Carrington, Claire Forlani, Ted Nugent",Action,English,USA,86,586242
1364,1501,Revolutionary Road,2008,Sam Mendes,"Justin Haythe (screenplay), Richard Yates (novel)","Kate Winslet, Leonardo DiCaprio, Christopher Fitzgerald, Jonathan Roumie",Drama,English,USA,119,22877808
1371,1508,Cherry Blossoms,2008,Doris Dorrie,Doris Dorrie (screenplay),"Elmar Wepper, Hannelore Elsner, Aya Irizuki, Maximilian Bruckner",Drama,German,Germany,127,100000
1372,1509,Sarkar Raj,2008,Ram Gopal Varma,Prashant Pandey,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan, Ravi Kale",Crime,Hindi,India,125,909771
1373,1510,The Boy in the Striped Pajamas,2008,Mark Herman,"John Boyne (novel), Mark Herman (screenplay)","Asa Butterfield, Zac Mattoon O'Brien, Domonkos Nemeth, Henry Kingsmill",Drama,English,UK,94,9030581
1379,1516,The Love Guru,2008,Marco Schnabel,"Mike Myers, Graham Gordy","Jessica Simpson, Kanye West, Mike Myers, Deepak Chopra",Comedy,English,UK,87,32178777
1381,1519,Fifty Dead Men Walking,2008,Kari Skogland,"Martin McGartland (inspired by the book ""Fifty Dead Man Walking""), Nicholas Davies (inspired by the book ""Fifty Dead Man Walking""), Kari Skogland","Ben Kingsley, Jim Sturgess, Kevin Zegers, Natalie Press",Crime,English,UK,117,1748442
1388,1527,Fireproof,2008,Alex Kendrick,"Alex Kendrick (story and screenplay), Stephen Kendrick (story and screenplay)","Kirk Cameron, Erin Bethea, Ken Bevel, Stephen Dervan",Drama,English,USA,122,33451479
1408,1548,American Violet,2008,Tim Disney,Bill Haney,"Nicole Beharie, Tim Blake Nelson, Will Patton, Michael O'Keefe",Drama,English,USA,103,465786
1416,1557,Eagle Eye,2008,D.J. Caruso,"John Glenn (screenplay), Travis Wright (screenplay), Hillary Seitz (screenplay), Dan McDermott (screenplay), Dan McDermott (story)","Shia LaBeouf, Michelle Monaghan, Rosario Dawson, Michael Chiklis",Action,English,USA,118,101111837
1421,1562,Lemon Tree,2008,Eran Riklis,"Suha Arraf (screenplay), Eran Riklis (screenplay)","Hiam Abbass, Rona Lipaz-Michael, Ali Suliman, Doron Tavory",Drama,Arabic,Israel,106,467072
1425,1567,U Me Aur Hum,2008,Ajay Devgn,"Robin Bhatt (screenplay), Ajay Devgn (story), Ashwani Dhir (dialogue), Sutanu Gupta (screenplay), Akarsh Khurana (screenplay)","Ajay Devgn, Kajol, Sumeet Raghvan, Divya Dutta",Drama,Hindi,India,156,1028191
1476,1621,Cadillac Records,2008,Darnell Martin,Darnell Martin,"Joshua Alscher, Tim Bellow, Tony Bentley, Tammy Blanchard",Biography,English,USA,109,8134217
1484,1630,"10,000 BC",2008,Roland Emmerich,"Roland Emmerich, Harald Kloser","Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel",Action,English,USA,109,94700000
1503,1651,Repo! The Genetic Opera,2008,Darren Lynn Bousman,"Darren Smith (screenplay), Terrance Zdunich (screenplay), Darren Smith (play), Terrance Zdunich (play)","Alexa PenaVega, Paul Sorvino, Anthony Head, Sarah Brightman",Horror,English,USA,98,100000
1512,1663,Semi-Pro,2008,Kent Alterman,Scot Armstrong,"Will Ferrell, Woody Harrelson, Andre Benjamin, Maura Tierney",Comedy,English,USA,91,33370443
1517,1669,Ghajini,2008,A.R. Murugadoss,"Piyush Mishra (dialogue), A.R. Murugadoss (story and screenplay), Christopher Nolan (based on a screenplay by), Jonathan Nolan (adapted from the short story by)","Aamir Khan, Asin, Jiah Khan, Tinnu Anand",Action,Hindi,India,183,2411071
1519,1671,Role Models,2008,David Wain,"Timothy Dowling (story), W. Blake Herron (story), Paul Rudd (screenplay), David Wain (screenplay), Ken Marino (screenplay), Timothy Dowling (screenplay)","Seann William Scott, Paul Rudd, Christopher Mintz-Plasse, Bobb'e J. Thompson",Comedy,English,Germany,99,67300000
