,Unnamed: 0,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
54,61,Casino Jack,2010,George Hickenlooper,Norman Snider,"Kevin Spacey, Ruth Marshall, Graham Greene, Hannah Endicott-Douglas",Biography,English,Canada,108,1039869
55,62,Paranormal Activity 2,2010,Tod Williams,"Michael R. Perry (screenplay), Christopher Landon (screenplay), Tom Pabst (screenplay), Michael R. Perry (story), Oren Peli (film ""Paranormal Activity"")","David Bierend, Brian Boland, Molly Ephraim, Katie Featherston",Horror,English,USA,91,84747727
63,71,Housefull,2010,Sajid Khan,"Sameer Anjaan (lyrics), Anvita Dutt Guptan (dialogues), Sajid Khan (screenplay), Sajid Nadiadwala (story), Vibha Singh (screenplay), Milap Zaveri (screenplay)","Akshay Kumar, Deepika Padukone, Riteish Deshmukh, Lara Dutta",Comedy,Hindi,India,144,642156
67,76,For Colored Girls,2010,Tyler Perry,"Tyler Perry (screenplay), Ntozake Shange (play)","Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton",Drama,English,USA,133,37714860
69,78,Client 9: The Rise and Fall of Eliot Spitzer,2010,Alex Gibney,Alex Gibney,"Alex Gibney, Eliot Spitzer, Hulbert Waldroup, Lloyd Constantine",Documentary,English,USA,117,187540
72,81,"Happy, Happy",2010,Anne Sewitsky,"Mette M. Bolstad (dramaturge), Anne Sewitsky, Ragnhild Tronvoll (screenplay)","Agnes Kittelsen, Joachim Rafaelsen, Maibritt Saerens, Henrik Rafaelsen",Comedy,Norwegian,Norway,85,44947
79,88,Little White Lies,2010,Guillaume Canet,Guillaume Canet (scenario and dialogue),"Francois Cluzet, Marion Cotillard, Benoit Magimel, Gilles Lellouche",Comedy,French,France,154,183662
89,99,The Last Song,2010,Julie Anne Robinson,"Nicholas Sparks (screenplay), Jeff Van Wie (screenplay), Nicholas Sparks (book)","Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth",Drama,English,USA,107,42441000
99,111,The Tree,2010,Julie Bertuccelli,"Judy Pascoe (novel), Julie Bertuccelli, Elizabeth J. Mars (first screenplay)","Charlotte Gainsbourg, Morgana Davies, Marton Csokas, Christian Byers",Drama,English,France,100,69236
101,113,Letters to God,2010,"David Nixon, Patrick Doughtie(co-director)","Patrick Doughtie (story and screenplay), Art D'Alessandro, Sandra Thrift, Cullen Douglas","Lisa Curtis, Christopher Schmidt, Lyanna Tumaneng, Tanner Maguire",Drama,English,USA,110,1121000
111,125,The Taqwacores,2010,Eyad Zahra,"Michael Muhammad Knight (screenplay), Michael Muhammad Knight (story), Eyad Zahra (screenplay)","Bobby Naderi, Noureen DeWulf, Dominic Rains, Maytha Alhassen",Drama,English,USA,83,11175
115,130,Clash of the Titans,2010,Louis Leterrier,"Travis Beacham (screenplay), Phil Hay (screenplay), Matt Manfredi (screenplay), Beverley Cross","Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng",Action,English,USA,106,163100000
132,152,Beautiful Darling,2010,James Rasin,James Rasin,"Candy Darling, Andy Warhol, Holly Woodlawn, Fran Lebowitz",Documentary,English,USA,85,13400
142,164,Bloodworth,2010,Shane Dax Taylor,"W. Earl Brown (screenplay), William Gay (novel)","Val Kilmer, Kris Kristofferson, Hilary Duff, Reece Thompson",Drama,English,USA,105,9612
147,169,A Screaming Man,2010,Mahamat-Saleh Haroun,Mahamat-Saleh Haroun (screenplay),"Youssouf Djaoro, Diouc Koma, Emile Abossolo M'bo, Hadje Fatime N'Goua",Drama,French,France,92,9862
155,178,Udaan,2010,Vikramaditya Motwane,"Vikramaditya Motwane, Anurag Kashyap, Satyanshu Singh (Rohan's poems and stories), Devanshu Singh (Rohan's poems and stories)","Rajat Barmecha, Sanjay Gandhi, Ronit Roy, Manjot Singh",Drama,Hindi,India,134,7461
159,183,Killers,2010,Robert Luketic,"Bob DeRosa (screenplay), Ted Griffin (screenplay), Bob DeRosa (story)","Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara",Action,English,USA,100,47000485
161,186,Rabbit Hole,2010,John Cameron Mitchell,"David Lindsay-Abaire (screenplay), David Lindsay-Abaire (based on his play: ""Rabbit Hole"")","Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller",Drama,English,USA,91,2221809
163,189,Nanny McPhee Returns,2010,Susanna White,"Emma Thompson, Christianna Brand (characters)","Maggie Gyllenhaal, Oscar Steer, Asa Butterfield, Lil Woods",Comedy,English,UK,109,28995450
167,193,The Bounty Hunter,2010,Andy Tennant,Sarah Thorp,"Gerard Butler, Jennifer Aniston, Gio Perez, Joel Marsh Garland",Action,English,USA,110,66700000
168,194,Stonewall Uprising,2010,"Kate Davis, David Heilbroner","David Carter (original story), David Heilbroner","Paul Bosche, Alfredo del Rio, John DiGiacomo, Dana Gaiser",Documentary,English,USA,80,127940
178,206,Shutter Island,2010,Martin Scorsese,"Laeta Kalogridis (screenplay), Dennis Lehane (novel)","Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow",Mystery,English,USA,138,125001000
182,210,Radio Free Albemuth,2010,John Alan Simon,"John Alan Simon (screenplay), Philip K. Dick (novel)","Shea Whigham, Jonathan Scarfe, Michael Rothhaar, Katheryn Winnick",Drama,English,USA,111,169298
185,213,Hatchet II,2010,Adam Green,Adam Green,"Danielle Harris, Tony Todd, Kane Hodder, Parry Shen",Comedy,English,USA,85,52604
205,235,Immigration Tango,2010,David Burton Morris,"Martin L. Kelley (screenplay), Martin L. Kelley (story), Robert J. Lee (screenplay), Robert J. Lee (story), Todd Norwood (screenplay), Elika Portnoy (screenplay)","Elika Portnoy, McCaleb Burnett, Carlos Leon, Ashley Wolfe",Comedy,English,USA,92,23812
217,248,Morning,2010,Leland Orser,Leland Orser,"Jeanne Tripplehorn, Leland Orser, Laura Linney, Julie White",Drama,English,USA,95,2876
222,253,Just Wright,2010,Sanaa Hamri,Michael Elliot,"Queen Latifah, Common, Paula Patton, James Pickens Jr.",Comedy,English,USA,100,21520719
225,256,Dirty Girl,2010,Abe Sylvia,Abe Sylvia,"Jeremy Dozier, Juno Temple, Zach Lasry, Jonathan Slavin",Comedy,English,USA,90,53630
240,275,Tooth Fairy,2010,Michael Lembeck,"Lowell Ganz (screenplay), Babaloo Mandel (screenplay), Joshua Sternin (screenplay), J.R. Ventimilia (screenplay), Randi Mayem Singer (screenplay), Jim Piddock (story)","Dwayne Johnson, Ashley Judd, Stephen Merchant, Ryan Sheckler",Comedy,English,USA,101,58565813
261,299,Lottery Ticket,2010,Erik White,"Abdul Williams (screenplay), Erik White (story), Abdul Williams (story)","Shad Moss, Brandon T. Jackson, Naturi Naughton, Loretta Devine",Comedy,English,USA,99,24708699
263,302,I'm Still Here,2010,Casey Affleck,"Casey Affleck, Joaquin Phoenix","Joaquin Phoenix, Antony Langdon, Carey Perloff, Larry McHale",Comedy,English,USA,108,408719
267,307,Violet Tendencies,2010,Casper Andreas,Jesse Archer (screenplay),"Mindy Cohn, Marcus Patrick, Jesse Archer, Samuel Whitten",Comedy,English,USA,99,5264
286,328,Edge of Darkness,2010,Martin Campbell,"William Monahan (screenplay), Andrew Bovell (screenplay), Troy Kennedy-Martin (television series)","Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic",Crime,English,UK,117,43290977
295,337,The Crazies,2010,Breck Eisner,"Scott Kosar (screenplay), Ray Wright (screenplay), George A. Romero","Timothy Olyphant, Radha Mitchell, Joe Anderson, Danielle Panabaker",Horror,English,USA,101,38240768
298,340,Green Zone,2010,Paul Greengrass,"Brian Helgeland, Rajiv Chandrasekaran (book)","Igal Naor, Said Faraj, Faycal Attougui, Aymen Hamdouchi",Action,English,UK,115,35000000
299,341,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,"Phra Sripariyattiweti (inspired by the book of), Apichatpong Weerasethakul","Thanapat Saisaymar, Jenjira Pongpas, Sakda Kaewbuadee, Natthakarn Aphaiwonk",Drama,Thai,Thailand,114,183605
307,351,Barney's Version,2010,Richard J. Lewis,"Mordecai Richler (novel), Michael Konyves (screenplay)","Paul Giamatti, Macha Grenon, Paul Gross, Atom Egoyan",Comedy,English,Italy,134,7501404
323,368,Sea Rex 3D: Journey to a Prehistoric World,2010,"Ronan Chapalain, Pascal Vuong","Ronan Chapalain, Richard Dowlearn (screenplay), Pascal Vuong","Guillaume Denaiffe, Norbert Ferrer, Chloe Hollings, Richard Rider",Documentary,English,UK,41,6096582
334,379,8: The Mormon Proposition,2010,"Reed Cowan, Steven Greenstreet(co-director)",Reed Cowan,"Spencer Jones, Tyler Barrick, Dustin Lance Black, Linda Williams Stay",Documentary,English,USA,80,99851
337,382,Viva Riva!,2010,Djo Munga,Djo Munga (screenplay),"Patsha Bay, Manie Malone, Hoji Fortuna, Marlene Longange",Crime,French,The Democratic Republic Of Congo,98,61759
354,401,West Is West,2010,Andy De Emmony,Ayub Khan-Din (screenplay),"Aqib Khan, Om Puri, Linda Bassett, Robert Pugh",Comedy,English,UK,103,1458734
389,439,Conviction,2010,Tony Goldwyn,Pamela Gray,"Hilary Swank, Sam Rockwell, Thomas D. Mahard, Owen Campbell",Biography,English,USA,107,6783129
393,443,The Expendables,2010,Sylvester Stallone,"Dave Callaham (screenplay), Sylvester Stallone (screenplay), Dave Callaham (story)","Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",Action,English,USA,103,102981571
404,455,Jack Goes Boating,2010,Philip Seymour Hoffman,"Robert Glaudini (screenplay), Robert Glaudini (play)","Philip Seymour Hoffman, John Ortiz, Richard Petrocelli, Tom McCarthy",Drama,English,USA,89,300000
417,470,When in Rome,2010,Mark Steven Johnson,"David Diamond, David Weissman","Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito",Comedy,English,USA,91,32578915
423,476,The First Grader,2010,Justin Chadwick,Ann Peacock,"Naomie Harris, Oliver Litondo, Tony Kgoroge, Alfred Munyua",Biography,English,UK,103,332306
425,478,Mysteries of Lisbon,2010,Raoul Ruiz,"Camilo Castelo Branco (book), Carlos Saboga (screenplay)","Adriano Luz, Maria Joao Bastos, Ricardo Pereira, Clotilde Hesme",Drama,Portuguese,Portugal,272,110507
430,483,Unstoppable,2010,Tony Scott,Mark Bomback,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",Action,English,USA,98,81557479
438,491,Wall Street: Money Never Sleeps,2010,Oliver Stone,"Allan Loeb, Stephen Schiff, Stanley Weiser (characters), Oliver Stone (characters)","Richard Stratton, Harry Kerrigan, Michael Douglas, Carey Mulligan",Drama,English,USA,133,52474616
446,500,The Dry Land,2010,Ryan Piers Williams,Ryan Piers Williams,"Ryan O'Nan, America Ferrera, Jason Ritter, Melissa Leo",Drama,English,USA,92,7351
459,514,Joan Rivers: A Piece of Work,2010,"Ricki Stern, Anne Sundberg(co-director)",Ricki Stern,"Joan Rivers, Jocelyn Pickett, Bill Sammeth, Larry A. Thompson",Documentary,English,USA,84,2927972
461,517,The Women on the 6th Floor,2010,Philippe Le Guay,"Philippe Le Guay, Jerome Tonnerre","Fabrice Luchini, Sandrine Kiberlain, Natalia Verbeke, Carmen Maura",Comedy,French,France,102,500000
469,527,Shanghai,2010,Mikael Hafstrom,Hossein Amini,"John Cusack, Li Gong, Yun-Fat Chow, David Morse",Drama,English,China,105,44689
510,572,Monogamy,2010,Dana Adam Shapiro,"Dana Adam Shapiro, Evan M. Wiener","Chris Messina, Rashida Jones, Meital Dohan, Zak Orth",Drama,English,USA,96,20202
525,588,Babies,2010,Thomas Balmes,"Alain Chabat (original idea), Thomas Balmes (adaptation)","Bayar, Hattie, Mari, Ponijao",Documentary,English,France,79,6500000
527,590,It's Kind of a Funny Story,2010,"Anna Boden, Ryan Fleck","Anna Boden (screenplay), Ryan Fleck (screenplay), Ned Vizzini (novel)","Keir Gilchrist, Dana DeVestern, Lauren Graham, Jim Gaffigan",Comedy,English,USA,101,6350058
530,593,Hot Tub Time Machine,2010,Steve Pink,"Josh Heald (screenplay), Sean Anders (screenplay), John Morris (screenplay), Josh Heald (story)","John Cusack, Clark Duke, Craig Robinson, Rob Corddry",Comedy,English,USA,101,48925682
532,596,Extraordinary Measures,2010,Tom Vaughan,"Robert Nelson Jacobs, Geeta Anand (book)","Brendan Fraser, Harrison Ford, Keri Russell, Meredith Droeger",Drama,English,USA,106,11854694
537,601,The Switch,2010,"Josh Gordon, Will Speck","Jeffrey Eugenides (based on the short story ""Baster"" by), Allan Loeb (screenplay by)","Jason Bateman, Victor Pagan, Jennifer Aniston, Jeff Goldblum",Comedy,English,USA,101,27400000
546,612,Morning Glory,2010,Roger Michell,Aline Brosh McKenna,"Rachel McAdams, Noah Bean, Jack Davidson, Vanessa Aspillaga",Comedy,English,USA,107,30982329
582,652,Miral,2010,Julian Schnabel,"Rula Jebreal (screenplay), Rula Jebreal (novel)","Hiam Abbass, Asma Al Shiukhy, Neemeh Khalil, Jameel Khoury",Drama,English,France,112,371352
584,654,Raajneeti,2010,Prakash Jha,"Sameer Anjaan (lyrics), Prakash Jha, Anjum Rajabali","Ajay Devgn, Ranbir Kapoor, Nana Patekar, Arjun Rampal",Crime,Hindi,India,163,2000000
592,662,I Want Your Money,2010,Ray Griggs,"Randall Norman Desoto, Ray Griggs","Ken Blackwell, Andrew Breitbart, Chris Cox, Chris Edwards",Documentary,English,USA,92,425899
617,688,Hereafter,2010,Clint Eastwood,Peter Morgan,"Cecile de France, Thierry Neuvic, Cyndi Mayo, Lisa Griffiths",Drama,English,USA,129,32741596
636,708,Animals United,2010,"Reinhard Klooss, Holger Tappe","Simon Hauschild (lecture), Oliver Huzly (screenplay), Reinhard Klooss (screenplay), Erich Kastner (book), Sven Severin (screenplay)","James Corden, Stephen Fry, Andy Serkis, Dawn French",Animation,German,Germany,93,550851
638,710,Date Night,2010,Shawn Levy,Josh Klausner,"Steve Carell, Tina Fey, Mark Wahlberg, Taraji P. Henson",Comedy,English,USA,88,98710290
652,725,Cave of Forgotten Dreams,2010,Werner Herzog,Werner Herzog,"Werner Herzog, Jean Clottes, Julien Monney, Jean-Michel Geneste",Documentary,English,Canada,90,5234785
657,731,Reuniting the Rubins,2010,Yoav Factor,Yoav Factor (screenplay),"Timothy Spall, James Callis, Rhona Mitra, Honor Blackman",Comedy,English,UK,97,13287
660,734,The Autobiography of Nicolae Ceausescu,2010,Andrei Ujica,Andrei Ujica,"Nicolae Ceausescu, Elena Ceausescu, Stefan Andrei, Gheorghe Apostol",Documentary,Romanian,Romania,180,33292
668,744,Never Let Me Go,2010,Mark Romanek,"Kazuo Ishiguro (novel), Alex Garland (screenplay)","Carey Mulligan, Andrew Garfield, Izzy Meikle-Small, Charlie Rowe",Drama,English,UK,103,2412045
670,746,TRON: Legacy,2010,Joseph Kosinski,"Edward Kitsis (screenplay), Adam Horowitz (screenplay), Edward Kitsis (story), Adam Horowitz (story), Brian Klugman (story), Lee Sternthal (story), Steven Lisberger (characters), Bonnie MacBird (characters)","Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",Action,English,USA,125,172051787
672,749,Leap Year,2010,Anand Tucker,"Deborah Kaplan, Harry Elfont","Amy Adams, Matthew Goode, Adam Scott, John Lithgow",Comedy,English,USA,100,25893485
674,751,The Social Network,2010,David Fincher,"Aaron Sorkin (screenplay), Ben Mezrich (book)","Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons",Biography,English,USA,120,96400000
684,761,Milenge Milenge,2010,Satish Kaushik,"Shiraz Ahmed (dialogue), Shiraz Ahmed (story)","Kareena Kapoor Khan, Shahid Kapoor, Aarti Chhabria, Delnaaz Irani",Drama,Hindi,India,109,48172
737,820,Get Him to the Greek,2010,Nicholas Stoller,"Nicholas Stoller, Jason Segel (characters)","Russell Brand, Rose Byrne, Tyler McKinney, Zoe Salmon",Adventure,English,USA,109,60923325
769,855,The Last Exorcism,2010,Daniel Stamm,"Huck Botko, Andrew Gurland","Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum",Drama,English,France,87,40990055
771,857,Ceremony,2010,Max Winkler,Max Winkler,"Michael Angarano, Uma Thurman, Reece Thompson, Lee Pace",Comedy,English,USA,89,21666
779,867,GasLand,2010,Josh Fox,Josh Fox,"Josh Fox, Dick Cheney, Pete Seeger, Richard Nixon",Documentary,English,USA,107,30846
789,877,The Extraordinary Adventures of Adele Blanc-Sec,2010,Luc Besson,"Luc Besson (screenplay), Jacques Tardi (comic books)","Louise Bourgoin, Mathieu Amalric, Gilles Lellouche, Jean-Paul Rouve",Action,French,France,107,123614
791,881,Skateland,2010,Anthony Burns,"Anthony Burns, Brandon Freeman, Heath Freeman","Shiloh Fernandez, Ashley Greene, Heath Freeman, Brett Cullen",Drama,English,USA,96,13612
800,890,Black Swan,2010,Darren Aronofsky,"Mark Heyman (screenplay), Andres Heinz (screenplay), John J. McLaughlin (screenplay), Andres Heinz (story)","Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey",Drama,English,USA,108,106952327
802,893,Gulliver's Travels,2010,Rob Letterman,"Joe Stillman (screenplay), Nicholas Stoller (screenplay), Jonathan Swift (book)","Jack Black, Jason Segel, Emily Blunt, Amanda Peet",Adventure,English,USA,85,42776259
804,896,Shrek Forever After,2010,Mike Mitchell,"William Steig (based upon the book by), Josh Klausner, Darren Lemke, Matthew Shire (Punch-Up Writer)","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",Animation,English,USA,93,238319043
806,898,13 Assassins,2010,Takashi Miike,"Kaneo Ikegami (based on a screenplay by), Shoichirou Ikemiya (story), Daisuke Tengan (screenplay)","Koji Yakusho, Takayuki Yamada, Yusuke Iseya, Ikki Sawamura",Action,Japanese,Japan,141,802524
814,906,A Cat in Paris,2010,"Jean-Loup Felicioli, Alain Gagnol","Alain Gagnol (screenplay), Jacques-Remy Girerd (dialogue), Alain Gagnol (dialogue)","Dominique Blanc, Bernadette Lafont, Bruno Salomone, Jean Benguigui",Animation,French,France,70,287709
829,924,Beyond the Black Rainbow,2010,Panos Cosmatos,Panos Cosmatos,"Michael Rogers, Eva Bourne, Scott Hylands, Rondel Reynoldson",Horror,English,Canada,110,56129
839,935,Potiche,2010,Francois Ozon,"Francois Ozon (scenario), Pierre Barillet (play), Jean-Pierre Gredy (play)","Catherine Deneuve, Gerard Depardieu, Fabrice Luchini, Karin Viard",Comedy,French,France,103,900000
843,940,Please Give,2010,Nicole Holofcener,Nicole Holofcener,"Rebecca Hall, Elizabeth Keener, Elise Ivy, Catherine Keener",Comedy,English,USA,87,4033268
860,961,The Virginity Hit,2010,"Huck Botko, Andrew Gurland","Andrew Gurland, Huck Botko","Matt Bennett, Zack Pearlman, Jacob Davich, Justin Kline",Comedy,English,USA,86,535249
861,962,Young Goethe in Love,2010,Philipp Stolzl,"Alexander Dydyna (screenplay), Christoph Muller (screenplay), Philipp Stolzl (screenplay)","Alexander Fehling, Miriam Stein, Moritz Bleibtreu, Volker Bruch",Drama,German,Germany,102,160392
868,970,Due Date,2010,Todd Phillips,"Alan R. Cohen (screenplay), Alan Freedland (screenplay), Adam Sztykiel (screenplay), Todd Phillips (screenplay), Alan R. Cohen (story), Alan Freedland (story)","Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx",Adventure,English,USA,95,100448498
879,982,The Outrage,2010,Takeshi Kitano,Takeshi Kitano (screenplay),"Takeshi Kitano, Kippei Shina, Ryo Kase, Fumiyo Kohinata",Action,Japanese,Japan,109,29633
882,985,True Legend,2010,Woo-Ping Yuen,Chi-long To (screenplay),"Wenzhuo Zhao, Xun Zhou, Andy On, Xiaodong Guo",Action,Mandarin,China,115,62199
897,1002,Crazy on the Outside,2010,Tim Allen,"Judd Pillot, John Peaslee","Tim Allen, Sigourney Weaver, Ray Liotta, J.K. Simmons",Comedy,English,USA,96,64438
900,1005,Holy Rollers,2010,Kevin Asch,Antonio Macia,"Jesse Eisenberg, Justin Bartha, Ari Graynor, Danny A. Abeckaser",Biography,English,USA,89,302886
903,1008,I Kissed a Vampire,2010,Chris Nolan,"Chris Nolan (story), Chris Nolan, Laurie Nolan (story), Laurie Nolan","Lucas Grabeel, Drew Seeley, Adrian Slade, Chris Coppola",Musical,English,USA,91,1380
911,1018,Sympathy for Delicious,2010,Mark Ruffalo,Christopher Thornton,"Christopher Thornton, Mark Ruffalo, Juliette Lewis, Laura Linney",Drama,English,USA,96,13114
946,1058,"Lebanon, Pa.",2010,Ben Hickernell,Ben Hickernell,"Josh Hopkins, Rachel Kitson, Ian Merrill Peakes, Samantha Mathis",Drama,Arabic,USA,100,44674
967,1082,Once Upon a Time in Mumbai,2010,Milan Luthria,"Rajat Arora, Bhrigu Brinda (story screenplay and dialogue), Aditi Mediratta (associate writer)","Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai",Action,Hindi,India,134,302862
974,1090,Our Family Wedding,2010,Rick Famuyiwa,"Wayne Conley (story), Wayne Conley (screenplay), Malcolm Spellman (screenplay), Rick Famuyiwa (screenplay)","Forest Whitaker, America Ferrera, Carlos Mencia, Regina King",Comedy,English,USA,103,18602225
992,1109,Inside Job,2010,Charles Ferguson,"Charles Ferguson, Chad Beck, Adam Bolt","Matt Damon, Gylfi Zoega, Andri Snaer Magnason, Sigridur Benediktsdottir",Documentary,English,USA,109,4311834
998,1116,A Little Help,2010,Michael J. Weithorn,Michael J. Weithorn,"Jenna Fischer, Jay Klaitz, Daniel Yelsky, Brooke Smith",Comedy,English,USA,109,85789
1020,1139,Cirkus Columbia,2010,Danis Tanovic,"Ivica Djikic (novel), Danis Tanovic","Predrag 'Miki' Manojlovic, Mira Furlan, Boris Ler, Jelena Stupljanin",Comedy,Bosnian,Bosnia and Herzegovina,113,3163
1027,1146,High School,2010,John Stalberg Jr.,"Erik Linthorst (screenplay), John Stalberg Jr. (screenplay), Stephen Susco (screenplay), John Stalberg Jr. (story), Erik Linthorst (story)","Adrien Brody, Sean Marquette, Matt Bush, Colin Hanks",Comedy,English,USA,99,100000
1035,1154,Black Death,2010,Christopher Smith,Dario Poloni (screenplay),"Sean Bean, Eddie Redmayne, John Lynch, Tim McInnerny",Action,English,Germany,102,22045
1047,1166,Tamara Drewe,2010,Stephen Frears,"Posy Simmonds (graphic novel), Moira Buffini (screenplay)","Gemma Arterton, Roger Allam, Bill Camp, Dominic Cooper",Comedy,English,UK,107,560101
1059,1178,Amigo,2010,John Sayles,John Sayles,"Arthur Acuna, Irma Adlawan, John Arcilla, Merlin Bonning",Drama,English,USA,124,183490
1064,1183,Norwegian Wood,2010,Anh Hung Tran,"Haruki Murakami (novel), Anh Hung Tran","Ken'ichi Matsuyama, Rinko Kikuchi, Kiko Mizuhara, Kengo Kora",Drama,Japanese,Japan,133,13000
1067,1186,The Conspirator,2010,Robert Redford,"James D. Solomon, James D. Solomon (story), Gregory Bernstein (story)","James McAvoy, Robin Wright, Kevin Kline, Evan Rachel Wood",Crime,English,USA,122,11538204
1092,1211,Insidious,2010,James Wan,Leigh Whannell,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",Horror,English,USA,103,53700000
1102,1221,The Debt,2010,John Madden,"Matthew Vaughn (screenplay), Jane Goldman (screenplay), Peter Straughan (screenplay), Assaf Bernstein (film ""Ha-Hov""), Ido Rosenblum (film ""Ha-Hov"")","Helen Mirren, Tom Wilkinson, Ciaran Hinds, Romi Aboulafia",Drama,English,USA,113,31146570
1109,1228,Don't Be Afraid of the Dark,2010,Troy Nixey,"Guillermo del Toro (screenplay), Matthew Robbins (screenplay), Nigel McKeand","Bruce Gleeson, Eddie Ritchard, Garry McDonald, Bailee Madison",Fantasy,English,USA,99,23900000
1127,1246,Certified Copy,2010,Abbas Kiarostami,"Caroline Eliacheff (collaborator on screenplay), Abbas Kiarostami","Juliette Binoche, William Shimell, Jean-Claude Carriere, Agathe Natanson",Drama,French,France,106,1337384
1139,1258,Tangled,2010,"Nathan Greno, Byron Howard","Dan Fogelman (screenplay by), Jacob Grimm (based upon the fairy tale ""Rapunzel"" by), Wilhelm Grimm (based upon the fairy tale ""Rapunzel"" by)","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman",Animation,English,USA,100,200803309
1156,1276,The King's Speech,2010,Tom Hooper,David Seidler (screenplay),"Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal",Biography,English,UK,118,138300000
1178,1298,Preacher's Kid,2010,Stan Foster,Stan Foster,"Letoya Luckett, Durrell Babbs, Tammy Townsend, Carlos Davis",Drama,English,USA,110,422186
1182,1302,Winter's Bone,2010,Debra Granik,"Debra Granik (screenplay), Anne Rosellini (screenplay), Daniel Woodrell (novel)","Jennifer Lawrence, Isaiah Stone, Ashlee Thompson, Valerie Richards",Drama,English,USA,100,6200000
1209,1334,Monsters,2010,Gareth Edwards,Gareth Edwards,"Scoot McNairy, Whitney Able, Mario Zuniga Benavides, Annalee Jefferies",Drama,English,UK,94,237301
