,Unnamed: 0,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
209,239,Nasty Baby,2015,Sebastian Silva,Sebastian Silva (screenplay),"Sebastian Silva, Kristen Wiig, Tunde Adebimpe, Reg E. Cathey",Drama,English,USA,101,79800
229,260,I Smile Back,2015,Adam Salky,"Paige Dylan, Amy Koppelman (based on the book by), Amy Koppelman","Josh Charles, Skylar Gaertner, Shayne Coleman, Sarah Silverman",Drama,English,USA,85,50092
234,268,Sardaar Ji,2015,Rohit Jugraj,"Surmeet Maavi (additional dialogue), Dheeraj Rattan","Diljit Dosanjh, Neeru Bajwa, Mandy Takhar, Jaswinder Bhalla",Comedy,Punjabi,Canada,141,554565
238,273,The Duff,2015,Ari Sandel,"Josh A. Cagan (screenplay), Kody Keplinger (novel)","Mae Whitman, Robbie Amell, Bella Thorne, Bianca A. Santos",Comedy,English,USA,101,30777437
250,288,Rosenwald,2015,Aviva Kempner,Aviva Kempner,"Peter Ascoli, Julian Bond, Stephanie Deutsch, Richard J. Powell",Documentary,English,USA,95,359187
253,291,Prem Ratan Dhan Payo,2015,Sooraj R. Barjatya,"Sooraj R. Barjatya (story and screenplay), Aash Karan Atal (dialogue)","Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Deepak Dobriyal",Action,Hindi,India,164,3725383
256,294,A Tale of Love and Darkness,2015,Natalie Portman,"Natalie Portman (screenplay by), Amos Oz (based on the book by)","Natalie Portman, Gilad Kahana, Amir Tessler, Moni Moshonov",Biography,Hebrew,Israel,95,569381
271,312,Cinderella,2015,Kenneth Branagh,"Chris Weitz (screenplay by), Charles Perrault (story)","Cate Blanchett, Lily James, Richard Madden, Helena Bonham Carter",Drama,English,USA,105,183327144
280,322,April and the Extraordinary World,2015,"Christian Desmares, Franck Ekinci","Franck Ekinci (screenplay by), Benjamin Legrand (screenplay by), Benjamin Legrand (based on an original idea by), Jacques Tardi (original graphic creation), Mark Camacho (adaptation), Pauline Little (adaptation)","Marion Cotillard, Marc-Andre Grondin, Philippe Katerine, Jean Rochefort",Animation,French,France,105,294311
292,334,Eisenstein in Guanajuato,2015,Peter Greenaway,Peter Greenaway,"Elmer Back, Luis Alberti, Jose Montini, Cristina Velasco Lozano",Biography,English,Netherlands,105,20852
293,335,L.A. Slasher,2015,Martin Owen,"Martin Owen, Abigail Wright, Elizabeth Morris, Tim Burke, Sean Decker (additional writing)","Andy Dick, Mischa Barton, Eric Roberts, Abigail Wright",Comedy,English,USA,86,2421
308,352,I Believe in Miracles,2015,Jonny Owen,Jonny Owen (created by),"Brian Clough, Peter Taylor, Jimmy Gordon, John McGovern",Documentary,English,UK,104,75528
331,376,Jane Got a Gun,2015,Gavin O'Connor,"Brian Duffield (screenplay), Anthony Tambakis (screenplay), Joel Edgerton (screenplay), Brian Duffield (story)","Natalie Portman, Joel Edgerton, Ewan McGregor, Noah Emmerich",Action,English,USA,98,976847
350,397,Krisha,2015,Trey Edward Shults,Trey Edward Shults,"Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek",Drama,English,USA,83,143978
355,402,Inside Out,2015,"Pete Docter, Ronnie Del Carmen(co-director)","Pete Docter (original story by), Ronnie Del Carmen (original story by), Pete Docter (screenplay by), Meg LeFauve (screenplay by), Josh Cooley (screenplay by), Michael Arndt (additional story material by), Simon Rich (additional story material by), Bill Hader (additional dialogue by), Amy Poehler (additional dialogue by)","Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader",Animation,English,USA,95,264317903
360,407,A la mala,2015,Pitipol Ybarra,"Issa Lopez, Ari Rosen","Aislinn Derbez, Mauricio Ochmann, Aurora Papile, Luis Arrieta",Comedy,Spanish,Mexico,99,2813529
375,424,Crimson Peak,2015,Guillermo del Toro,"Guillermo del Toro, Matthew Robbins","Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",Drama,English,Canada,119,25957696
397,448,The Martian,2015,Ridley Scott,"Drew Goddard (screenplay by), Andy Weir (based on the novel by)","Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels",Adventure,English,UK,144,202313768
398,449,Green Room,2015,Jeremy Saulnier,Jeremy Saulnier,"Anton Yelchin, Joe Cole, Alia Shawkat, Callum Turner",Horror,English,USA,95,3219029
443,496,Chocolate City,2015,Jean-Claude La Marre,Jean-Claude La Marre,"Robert Ri'chard, Vivica A. Fox, DeRay Davis, Michael Jai White",Drama,English,USA,91,212223
462,518,Mississippi Grind,2015,"Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck","Ben Mendelsohn, Yvonne Landry, Anthony Howard, Ryan Reynolds",Comedy,English,USA,108,129747
481,539,3 Generations,2015,Gaby Dellal,"Nikole Beckwith, Gaby Dellal","Elle Fanning, Linda Emond, Susan Sarandon, Naomi Watts",Drama,English,USA,92,66371
497,557,Entertainment,2015,Rick Alverson,"Rick Alverson, Gregg Turkington, Tim Heidecker","Gregg Turkington, John C. Reilly, Tye Sheridan, Lotte Verbeek",Drama,English,USA,103,55506
508,570,The Blackcoat's Daughter,2015,Oz Perkins,Oz Perkins,"Emma Roberts, Kiernan Shipka, Lucy Boynton, James Remar",Horror,English,Canada,93,19980
512,574,Carol,2015,Todd Haynes,"Phyllis Nagy (screenplay), Patricia Highsmith (novel)","Cate Blanchett, Rooney Mara, Kyle Chandler, Sarah Paulson",Drama,English,UK,118,8518148
516,579,The Fits,2015,Anna Rose Holmer,"Anna Rose Holmer, Anna Rose Holmer (story by), Saela Davis (story by), Lisa Kjerulff (story by)","Royalty Hightower, Alexis Neblett, Da'Sean Minor, Lauren Gibson",Drama,English,USA,72,166425
583,653,The Kind Words,2015,Shemi Zarhin,Shemi Zarhin,"Rotem Zissman-Cohen, Rassabn Abes, Roy Assaf, Magi Azarzar",Drama,French,Israel,118,135016
595,665,Monster Hunt,2015,Raman Hui,"Alan Yuen (screenplay), Alan Yuen (story)","Baihe Bai, Boran Jing, Wu Jiang, Elaine Jin",Action,Mandarin,China,117,21074
611,682,Memories of the Sword,2015,Heung-sik Park,"Ah-reum Choi, Heung-sik Park","Byung-Hun Lee, Go-eun Kim, Do-yeon Jeon, Su-an Kim",Action,Korean,South Korea,120,109972
612,683,Detective Chinatown,2015,Sicheng Chen,Sicheng Chen,"Chengpeng Dong, Yedda Chen, Haoran Liu, Chunhui Yang",Action,Mandarin,China,136,435718
629,701,Legend,2015,Brian Helgeland,"Brian Helgeland, John Pearson (book)","Paul Anderson, Tom Hardy, Christopher Eccleston, Joshua Hill",Biography,English,UK,132,14146549
632,704,The Gift,2015,Joel Edgerton,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",Drama,English,USA,108,33061006
637,709,Piku,2015,Shoojit Sircar,Juhi Chaturvedi,"Deepika Padukone, Amitabh Bachchan, Irrfan Khan, Moushumi Chatterjee",Comedy,Hindi,India,123,1801806
643,715,Klown Forever,2015,Mikkel Norgaard,"Casper Christensen (story), Casper Christensen, Frank Hvam (story), Frank Hvam, Mikkel Norgaard (story)","Casper Christensen, Frank Hvam, Gemma Karlsen, Mia Lyhne",Comedy,Danish,Denmark,99,860
648,720,Insurgent,2015,Robert Schwentke,"Brian Duffield (screenplay), Akiva Goldsman (screenplay), Mark Bomback (screenplay), Veronica Roth (novel)","Kate Winslet, Jai Courtney, Mekhi Phifer, Shailene Woodley",Action,English,USA,119,114138208
665,741,Spectre,2015,Sam Mendes,"John Logan (screenplay by), Neal Purvis (screenplay by), Robert Wade (screenplay by), Jez Butterworth (screenplay by), John Logan (story by), Neal Purvis (story by), Robert Wade (story by), Ian Fleming (based on characters created by)","Daniel Craig, Christoph Waltz, Lea Seydoux, Ralph Fiennes",Action,English,UK,148,208777731
666,742,Steve Jobs,2015,Danny Boyle,"Aaron Sorkin (screenplay), Walter Isaacson (book)","Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",Biography,English,UK,122,12403169
680,757,Truth,2015,James Vanderbilt,"James Vanderbilt (screenplay), Mary Mapes (book)","Cate Blanchett, Robert Redford, Topher Grace, Dennis Quaid",Biography,English,Australia,125,1580106
692,771,Mission: Impossible - Rogue Nation,2015,Christopher McQuarrie,"Christopher McQuarrie (screenplay), Christopher McQuarrie (story), Drew Pearce (story), Bruce Geller (television series)","Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson",Action,English,USA,131,154979949
707,786,The Intern,2015,Nancy Meyers,Nancy Meyers,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm",Comedy,English,USA,121,60886513
709,788,The Sea of Trees,2015,Gus Van Sant,Chris Sparling,"Matthew McConaughey, Ryoko Seta, Sienna Tow, Naoko Marshall",Drama,English,USA,110,20083
712,792,Neon Bull,2015,Gabriel Mascaro,Gabriel Mascaro,"Juliano Cazarre, Maeve Jinkings, Josinaldo Alves, Roberto Birindelli",Drama,Portuguese,Brazil,101,26353
728,810,Little Boy,2015,Alejandro Monteverde,"Alejandro Monteverde, Pepe Portillo","Jakob Salvati, Emily Watson, David Henrie, Michael Rapaport",Drama,English,Mexico,106,4902290
739,822,The Ones Below,2015,David Farr,David Farr,"Clemence Poesy, Stephen Campbell Moore, David Morrissey, Laura Birn",Drama,English,UK,87,12089
760,845,Puerto Ricans in Paris,2015,Ian Edelman,"Ian Edelman, Neel Shah","Miriam Shor, Luis Guzman, Edgar Garcia, Rosario Dawson",Comedy,English,USA,82,90884
765,851,Our Brand Is Crisis,2015,David Gordon Green,"Peter Straughan (screenplay), Rachel Boynton (documentary)","Sandra Bullock, Billy Bob Thornton, Anthony Mackie, Joaquim de Almeida",Comedy,English,USA,107,4895965
776,863,The Pearl Button,2015,Patricio Guzman,"Patricio Guzman (concept), Jackson Merrick","Martin Calderon, Cristina, Patricio Guzman, Ema Malig",Documentary,Spanish,France,82,1409
787,875,A Royal Night Out,2015,Julian Jarrold,"Trevor De Silva, Kevin Hood","Sarah Gadon, Bel Powley, Emily Watson, Rupert Everett",Comedy,English,UK,97,1626909
788,876,Masss,2015,Venkat Prabhu,"D.S. Kannan, Madhan Karky (dialogue), Venkat Prabhu","Suriya, Nayanthara, Parthiban, Samuthirakani",Action,Tamil,India,151,85951
798,888,Experimenter,2015,Michael Almereyda,Michael Almereyda,"John Palladino, Anthony Edwards, Jim Gaffigan, Peter Sarsgaard",Biography,English,USA,98,155075
807,899,Bajirao Mastani,2015,Sanjay Leela Bhansali,"Nagnath S. Inamdar (novel), Sanjay Leela Bhansali (additional writer), Prakash Kapadia","Ranveer Singh, Deepika Padukone, Priyanka Chopra, Tanvi Azmi",Action,Hindi,India,158,6557047
822,917,The Gunman,2015,Pierre Morel,"Jean-Patrick Manchette (novel), Don MacPherson (screenplay), Pete Travis (screenplay), Sean Penn (screenplay)","Sean Penn, Jasmine Trinca, Javier Bardem, Ray Winstone",Action,English,USA,115,7926657
827,922,Jawani Phir Nahi Ani,2015,Nadeem Beyg,Vasay Chaudhry,"Hamza Abbasi, Humayun Saeed, Vasay Chaudhry, Ahmad Ali Butt",Adventure,Urdu,Pakistan,156,2256403
828,923,After the Ball,2015,Sean Garrity,"Jason Sherman (screenplay), Kate Melville (screenplay), Jason Sherman (story), Lana Griffin (story editor), Katie Ford (story consultant), Diane Flacks (story consultant), Albert Howell (story consultant), Rob Stefaniuk (story consultant), Sarah Constible (story consultant)","Portia Doubleday, Marc-Andre Grondin, Chris Noth, Lauren Holly",Comedy,English,Canada,101,160165
835,931,Manny Lewis,2015,Anthony Mir,"Carl Barron, Anthony Mir, Carl Barron (story)","Carl Barron, Leeanna Walsman, Roy Billing, Damien Garvey",Comedy,English,Australia,89,205435
852,950,Detective Byomkesh Bakshy!,2015,Dibakar Banerjee,"Urmi Juvekar, Dibakar Banerjee, Saradindu Bandopadhyay (based on the stories and characters created by)","Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi, Divya Menon",Action,Hindi,India,139,579055
853,952,A Beautiful Now,2015,Daniela Amavia,"Daniela Amavia, Daniela Amavia","Abigail Spencer, Cheyenne Jackson, Collette Wolfe, Elena Satine",Comedy,English,USA,90,1504
858,958,Star Wars: Episode VII - The Force Awakens,2015,J.J. Abrams,"Lawrence Kasdan, J.J. Abrams, Michael Arndt, George Lucas (based on characters created by)","Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver",Action,English,USA,136,936658640
863,964,En Equilibre,2015,Denis Dercourt,"Denis Dercourt (scenario), Bernard Sachse (book), Veronique Pellerin (book)","Albert Dupontel, Cecile de France, Patrick Mille, Carole Franck",Drama,French,France,87,809
872,974,Freetown,2015,Garrett Batty,"Melissa Leilani Larson, Garrett Batty","Henry Adofo, Michael Attram, Alphonse Menyo, Phillip Adekunle Michael",Action,English,USA,113,7916886
875,978,"3 1/2  Minutes, Ten Bullets",2015,Marc Silver,Marc Silver,"Lucia McBath, Ron Davis, Michael David Dunn, Russell Healey",Documentary,English,USA,98,18493
881,984,Tomorrowland,2015,Brad Bird,"Damon Lindelof (screenplay by), Brad Bird (screenplay by), Damon Lindelof (story by), Brad Bird (story by), Jeff Jensen (story by)","George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy",Action,English,USA,130,71526443
883,986,The Witch,2015,Robert Eggers,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw",Horror,English,UK,92,19239494
907,1013,A Monster with a Thousand Heads,2015,Rodrigo Pla,Laura Santullo,"Jana Raluy, Sebastian Aguirre, Hugo Albores, Emilio Echevarria",Drama,Spanish,Mexico,74,18069
909,1016,Kill Your Friends,2015,Owen Harris,John Niven (novel),"Nicholas Hoult, James Corden, Georgia King, Craig Roberts",Comedy,English,UK,103,204442
910,1017,Mortdecai,2015,David Koepp,"Eric Aronson (screenplay), Kyril Bonfiglioli (novel)","Johnny Depp, Gwyneth Paltrow, Paul Bettany, Ewan McGregor",Action,English,UK,107,6847536
935,1047,Creed,2015,Ryan Coogler,"Ryan Coogler (screenplay by), Aaron Covington (screenplay by), Ryan Coogler (story by), Sylvester Stallone (based on characters created by)","Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",Drama,English,USA,133,81157671
936,1048,Best of Enemies: Buckley vs. Vidal,2015,"Robert Gordon, Morgan Neville","Robert Gordon, Tom Graves, Morgan Neville","Paul Newman, John Lithgow, Kelsey Grammer, Gore Vidal",Documentary,English,USA,87,891997
941,1053,Zhongkui: Snow Girl and the Dark Crystal,2015,"Peter Pau, Tianyu Zhao","Junli Guo, Ray Lei Jin, Huanhuan Zhang","Kun Chen, Bingbing Li, Winston Chao, Zishan Yang",Action,Mandarin,China,118,165428
947,1059,Black Mass,2015,Scott Cooper,"Mark Mallouk (screenplay), Jez Butterworth (screenplay), Dick Lehr (based on the book by), Gerard O'Neill (based on the book by)","Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Dakota Johnson",Biography,English,USA,123,48786443
956,1070,Beyond the Mask,2015,Chad Burns,"Paul McCusker (screenplay), Stephen Kendrick (with), Brennan Smith (with), Aaron Burns (story), Chad Burns (story)","Andrew Cheney, John Rhys-Davies, Kara Killmer, Alan Madlane",Action,English,USA,103,1231025
965,1080,The Black Panthers: Vanguard of the Revolution,2015,Stanley Nelson,Stanley Nelson,"Angela Arnold, Erica Ball, Rhon G. Flatts, Eric Lockley",Documentary,English,USA,115,234644
977,1093,The Good Dinosaur,2015,Peter Sohn,"Bob Peterson (original concept & development by), Peter Sohn (story by), Erik Benson (story by), Meg LeFauve (story by), Kelsey Mann (story by), Bob Peterson (story by), Meg LeFauve (screenplay by), Peter Hedges (additional screenplay material by), Adrian Molina (additional screenplay material by)","Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple",Animation,English,USA,93,123087120
997,1115,Man Up,2015,Ben Palmer,Tess Morris,"Lake Bell, Rory Kinnear, Ken Stott, Harriet Walter",Comedy,English,UK,88,857215
999,1117,Ixcanul,2015,Jayro Bustamante,Jayro Bustamante,"Maria Mercedes Coroy, Maria Telon, Manuel Antun, Justo Lorenzo",Drama,Maya,Guatemala,93,292923
1015,1134,Dark Places,2015,Gilles Paquet-Brenner,"Gilles Paquet-Brenner (written for the screen by), Gillian Flynn (novel)","Charlize Theron, Sterling Jerins, Nicholas Hoult, Christina Hendricks",Action,English,UK,113,129483
1028,1147,Songs My Brothers Taught Me,2015,Chloe Zhao,Chloe Zhao,"John Reddy, Jashaun St. John, Taysha Fuller, Eleonore Hendricks",Drama,English,USA,98,34195
1054,1173,Jazbaa,2015,Sanjay Gupta,"Deepak Venkatesha (additional screenplay), Robin Bhatt (screenplay), Sanjay Gupta (screenplay), Kamlesh Pandey (dialogue), Rajshri Sudhakar (Dialogue Writer: Telugu)","Aishwarya Rai Bachchan, Irrfan Khan, Shabana Azmi, Jackie Shroff",Action,Hindi,India,119,54680
1087,1206,Mojin - The Lost Legend,2015,Wuershan,"Chia-Lu Chang (screenplay), Muye Zhang (novel)","Kun Chen, Angelababy, Qi Shu, Keith Collea",Action,Mandarin,China,127,1243810
1096,1215,Maggie,2015,Henry Hobson,John Scott 3,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson, Douglas M. Griffin",Drama,English,USA,95,136397
1119,1238,The People vs. Fritz Bauer,2015,Lars Kraume,"Lars Kraume (screenplay), Olivier Guez (screenplay), Brian Cordray (Story Consultant)","Rudiger Klink, Burghart Klaussner, Andrej Kaminsky, Jorg Schuttauf",Biography,German,Germany,105,277636
1130,1249,Terminator Genisys,2015,Alan Taylor,"Laeta Kalogridis, Patrick Lussier, James Cameron (based on characters created by), Gale Anne Hurd (based on characters created by)","Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney",Action,English,USA,126,75614989
1132,1251,Minions,2015,"Kyle Balda, Pierre Coffin",Brian Lynch,"Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney",Animation,English,USA,91,277969969
1137,1256,The Walk,2015,Robert Zemeckis,"Robert Zemeckis (screenplay), Christopher Browne (screenplay), Philippe Petit (book)","Joseph Gordon-Levitt, Guillaume Baillargeon, Emilie Leclerc, Mark Trafford",Adventure,English,USA,123,8064239
1142,1261,The Invitation,2015,Karyn Kusama,"Phil Hay, Matt Manfredi","Logan Marshall-Green, Tammy Blanchard, Emayatzy Corinealdi, Aiden Lovekamp",Drama,English,USA,100,231703
1166,1286,Go Away Mr Tumour,2015,Yan Han,"Yuan Yuan, Weizhong Zhang","Baihe Bai, Daniel Wu, Zi-Xuan Zhang, Yuan Li",Comedy,Mandarin,China,85,284404
1174,1294,Carter High,2015,Arthur Muhammad,Arthur Muhammad,"Charles S. Dutton, Vivica A. Fox, Pooch Hall, David Banner",Crime,English,USA,110,146040
1185,1307,Hell and Back,2015,"Tom Gianas, Ross Shuman","Tom Gianas, Zeb Wells, Hugh Sterbakov","Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller",Animation,English,USA,86,156166
1190,1312,Where to Invade Next,2015,Michael Moore,Michael Moore,"Michael Moore, Johnny Fancelli, Christina Fancelli, Lorena Lardini",Documentary,English,USA,120,2515838
1199,1322,True Story,2015,Rupert Goold,"Rupert Goold (screenplay by), David Kajganich (screenplay by), Michael Finkel (based on the book by)","Jonah Hill, James Franco, Felicity Jones, Maria Dizzia",Crime,English,USA,99,3422747
1217,1342,Listen to Me Marlon,2015,Stevan Riley,"Stevan Riley, Peter Ettedgui (co writer)",Marlon Brando,Documentary,English,UK,103,249756
1219,1344,Straight Outta Compton,2015,F. Gary Gray,"Jonathan Herman (screenplay), Andrea Berloff (screenplay), S. Leigh Savidge (story), Alan Wenkus (story), Andrea Berloff (story)","O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.",Biography,English,USA,147,129402415
1225,1351,The Hunting Ground,2015,Kirby Dick,Kirby Dick,"Andrea Pino, Annie Clark, Claire Potter, Melinda Manning",Documentary,English,USA,103,185328
1246,1373,Blackhat,2015,Michael Mann,Morgan Davis Foehl,"Chris Hemsworth, Leehom Wang, Wei Tang, Viola Davis",Action,English,USA,133,5686515
1251,1379,Danny Says,2015,Brendan Toller,Brendan Toller,"Mx Justin Vivian Bond, Judy Collins, Alice Cooper, Danny Fields",Documentary,English,USA,104,43684
1281,1413,Strangerland,2015,Kim Farrant,"Michael Kinirons, Fiona Seres (story), Fiona Seres","Nicole Kidman, Joseph Fiennes, Hugo Weaving, Lisa Flanagan",Drama,English,Ireland,112,17472
1282,1415,Don Verdean,2015,Jared Hess,"Jared Hess, Jerusha Hess","Sam Rockwell, Amy Ryan, Will Forte, Danny McBride",Adventure,English,USA,90,30525
1283,1416,Hot Pursuit,2015,Anne Fletcher,"David Feeney, John Quaintance","Reese Witherspoon, Sofia Vergara, Matthew Del Negro, Michael Mosley",Action,English,USA,87,26863875
1320,1455,Northern Limit Line,2015,Hak-sun Kim,"Soon-jo Choi (novel), Hak-sun Kim, Hak-sun Kim","Mu-Yeol Kim, Goo Jin, Hyun-woo Lee, Chung-Ah Lee",Drama,Korean,South Korea,130,324719
1321,1456,Demolition,2015,Jean-Marc Vallee,Bryan Sipe,"Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis",Comedy,English,USA,101,1656098
1322,1457,Spy,2015,Paul Feig,Paul Feig,"Jude Law, Raad Rawi, Melissa McCarthy, Jessica Chaffin",Action,English,USA,119,89914425
1348,1485,Woodlawn,2015,"Andrew Erwin, Jon Erwin","Jon Erwin, Todd Gerelds (book), Quinton Peeples, Mark Shlabach (book)","Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd",Drama,English,USA,123,14393862
1351,1488,Do You Believe?,2015,Jon Gunn,"Chuck Konzelman, Cary Solomon","Grifon Aldren, Sean Astin, Brian Bosworth, Valerie Dominguez",Drama,English,USA,120,9172156
1360,1497,Cobain: Montage of Heck,2015,Brett Morgen,Brett Morgen,"Aaron Burckhard, Chad Channing, Don Cobain, Jenny Cobain",Documentary,English,USA,145,485164
1361,1498,Any Body Can Dance 2,2015,Remo D'Souza,"Remo D'Souza, Tushar Hiranandani, Mayur Puri (dialogue)","Prabhu Deva, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb",Biography,Hindi,India,154,889696
1362,1499,Growing Up Smith,2015,Frank Lotito,"Anjul Nigam, Paul Quinn, Gregory Scott Houghton, Anjul Nigam (screenplay)","Jason Lee, Anjul Nigam, Brighton Sharbino, Hilarie Burton",Comedy,English,USA,102,14867
1369,1506,Sembene!,2015,"Samba Gadjigo, Jason Silverman","Samba Gadjigo, Jason Silverman","Mbissine Therese Diop, Ousmane Sembene",Documentary,English,Senegal,89,28059
