,Unnamed: 0,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
145,167,Lootera,2013,Vikramaditya Motwane,"O. Henry (short story ""The Last Leaf""), Bhavani Iyer (screenplay), Anurag Kashyap (dialogue), Vikramaditya Motwane (screenplay)","Ranveer Singh, Sonakshi Sinha, Barun Chanda, Adil Hussain",Drama,Hindi,India,136,581813
169,195,Goddess,2013,Mark Lamprell,"Mark Lamprell, Joanna Weinberg","Laura Michelle Kelly, Ronan Keating, Magda Szubanski, Levi Morrison",Comedy,English,Australia,104,1002313
189,218,Computer Chess,2013,Andrew Bujalski,Andrew Bujalski,"Kriss Schludermann, Tom Fletcher, Wiley Wiggins, Patrick Riester",Comedy,English,USA,92,101218
192,221,Fukrey,2013,Mrighdeep Lamba,"Mrighdeep Lamba (additional dialogue), Mrighdeep Lamba (screenplay), Vipul Vig (screenplay), Vipul Vig (story and dialogue)","Altaf, Priya Anand, Anurag Arora, Jatinder Bakshi",Comedy,Hindi,India,139,87133
241,276,The Kings of Summer,2013,Jordan Vogt-Roberts,Chris Galletta,"Nick Robinson, Gabriel Basso, Moises Arias, Nick Offerman",Adventure,English,USA,95,1300000
243,278,Alan Partridge,2013,Declan Lowney,"Neil Gibbons (screenplay), Rob Gibbons (screenplay), Steve Coogan (screenplay), Armando Iannucci (screenplay), Peter Baynham (screenplay), Steve Coogan (characters), Armando Iannucci (characters), Patrick Marber (characters), Peter Baynham (characters)","Colm Meaney, Steve Coogan, Tim Key, Karl Theobald",Action,English,UK,90,153146
245,282,Ain't Them Bodies Saints,2013,David Lowery,David Lowery,"Rooney Mara, Casey Affleck, Ben Foster, Keith Carradine",Crime,English,USA,96,200000
254,292,Last Vegas,2013,Jon Turteltaub,Dan Fogelman,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline",Comedy,English,USA,105,51434214
259,297,Baggage Claim,2013,David E. Talbert,"David E. Talbert (screenplay by), David E. Talbert (based on the novel entitled ""Baggage Claim"" by)","Paula Patton, Derek Luke, Taye Diggs, Boris Kodjoe",Comedy,English,USA,96,17262017
281,323,Make Your Move,2013,Duane Adler,Duane Adler (screenplay),"Derek Hough, BoA, Will Yun Lee, Wesley Jonathan",Drama,English,South Korea,110,122293
287,329,The Secret Life of Walter Mitty,2013,Ben Stiller,"Steve Conrad (screenplay by), Steve Conrad (screen story by), James Thurber (based on the short story by)","Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn",Adventure,English,USA,114,33223430
301,344,Copperhead,2013,Ron Maxwell,"Harold Frederic (novel), Bill Kauffman (screenplay)","Francois Arnaud, Lucy Boynton, Casey Thomas Brown, Billy Campbell",Drama,English,USA,120,171740
310,354,The Railway Man,2013,Jonathan Teplitzky,"Frank Cottrell Boyce (screenplay), Andy Paterson (screenplay), Eric Lomax (book)","Jeremy Irvine, Colin Firth, Stellan Skarsgard, Nicole Kidman",Biography,English,Switzerland,116,4146580
322,367,Black Nativity,2013,Kasi Lemmons,"Langston Hughes (based on the play by), Kasi Lemmons (written for the screen by)","Forest Whitaker, Angela Bassett, Jennifer Hudson, Tyrese Gibson",Drama,English,USA,93,4894004
338,383,Homefront,2013,Gary Fleder,"Sylvester Stallone (screenplay by), Chuck Logan (based on the novel by)","Jason Statham, James Franco, Izabela Vidovic, Kate Bosworth",Action,English,USA,100,12641119
343,389,"Bless Me, Ultima",2013,Carl Franklin,"Rudolfo Anaya (based on the novel by), Carl Franklin (written for the screen by)","Luke Ganalon, Miriam Colon, Benito Martinez, Dolores Heredia",Drama,English,USA,106,1559556
357,404,Legends of Oz: Dorothy's Return,2013,"Will Finn, Daniel St. Pierre","Roger S. Baum (novel), Randi Barnes (screenplay), Adam Balsam (screenplay), Daniel St. Pierre (contributing writer)","Dan Aykroyd, Jim Belushi, Kelsey Grammer, Lea Michele",Animation,English,USA,88,6455823
368,416,A Wedding Invitation,2013,Ki-hwan Oh,Qin Hai Yan (screenplay),"Baihe Bai, Eddie Peng, Pace Wu, Jinfu Jiang",Drama,Mandarin,China,101,11041
376,425,A Madea Christmas,2013,Tyler Perry,"Tyler Perry (screenplay by), Tyler Perry (based on the stage play ""A Madea Christmas"" written by)","Tyler Perry, Anna Maria Horsford, Tika Sumpter, Eric Lively",Comedy,English,USA,100,52528330
382,432,The World's End,2013,Edgar Wright,"Simon Pegg, Edgar Wright","Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey",Action,English,UK,109,33408732
383,433,Plush,2013,Catherine Hardwicke,"Catherine Hardwicke, Arty Nelson","Emily Browning, Xavier Samuel, Cam Gigandet, Dawn Olivieri",Drama,English,USA,99,2843
424,477,Singh Saab the Great,2013,Anil Sharma,Shaktimaan Talwar,"Sunny Deol, Urvashi Rautela, Prakash Raj, Amrita Rao",Action,Hindi,India,134,223660
429,482,Europa Report,2013,Sebastian Cordero,Philip Gelatt,"Daniel Wu, Sharlto Copley, Christian Camargo, Karolina Wydra",Drama,English,USA,90,125475
431,484,For a Woman,2013,Diane Kurys,Diane Kurys,"Benoit Magimel, Melanie Thierry, Nicolas Duvauchelle, Sylvie Testud",Drama,French,France,110,19616
444,497,I Spit on Your Grave 2,2013,Steven R. Monroe,"Neil Elman (screenplay), Thomas Fenton (screenplay)","Jemma Dallender, Joe Absolom, Yavor Baharov, George Zlatarev",Horror,English,USA,106,441
448,502,Prince Avalanche,2013,David Gordon Green,"David Gordon Green, Hafsteinn Gunnar Sigurdsson (based on the film ""Either Way"")","Paul Rudd, Emile Hirsch, Lance LeGault, Joyce Payne",Comedy,English,USA,94,204951
449,503,Belle,2013,Amma Asante,Misan Sagay,"Matthew Goode, Lauren Julien-Box, Natasha Williams, Alan McKenna",Biography,English,UK,100,8792708
450,504,Big Bad Wolves,2013,"Aharon Keshales, Navot Papushado","Aharon Keshales, Navot Papushado","Tzahi Grad, Lior Ashkenazi, Rotem Keinan, Doval'e Glickman",Drama,Hebrew,Israel,110,19184
452,506,Mandela: Long Walk to Freedom,2013,Justin Chadwick,"William Nicholson (screenplay), Nelson Mandela (autobiography)","Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa",Biography,English,UK,141,4733032
453,507,Repentance,2013,Philippe Caland,"Shintaro Shimosawa (screenplay by), Philippe Caland (based on the film ""The Gypsy and the Gury"" by)","Forest Whitaker, Anthony Mackie, Mike Epps, Sanaa Lathan",Drama,English,USA,90,1179327
457,512,Hank and Asha,2013,James E. Duff,"James E. Duff, Julia Morrison","Mahira Kakkar, Andrew Pastides, Brian Sloan, Anna Tydlitatova",Comedy,English,USA,73,10544
463,519,Big Sur,2013,Michael Polish,"Michael Polish (screenplay), Jack Kerouac (novel)","Jean-Marc Barr, Kate Bosworth, Josh Lucas, Radha Mitchell",Drama,English,USA,81,35927
467,525,The Lunchbox,2013,Ritesh Batra,"Ritesh Batra (screenplay), Vasan Bala (hindi dialogue consultant)","Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey",Drama,Hindi,India,104,4231500
472,530,Satyagraha,2013,Prakash Jha,"Ram Goutam (script supervisor), Prakash Jha, Anjum Rajabali","Ajay Devgn, Kareena Kapoor, Amitabh Bachchan, Amrita Rao",Drama,Hindi,India,152,738525
503,564,Drinking Buddies,2013,Joe Swanberg,Joe Swanberg,"Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston",Comedy,English,USA,90,200000
505,566,Ender's Game,2013,Gavin Hood,"Gavin Hood (screenplay by), Orson Scott Card (based on the book Ender's Game by)","Asa Butterfield, Harrison Ford, Hailee Steinfeld, Abigail Breslin",Action,English,USA,114,61656849
517,580,Tim's Vermeer,2013,Teller,"Penn Jillette, Teller","Tim Jenison, Penn Jillette, Martin Mull, Philip Steadman",Documentary,English,USA,80,1670806
523,586,The Look of Love,2013,Michael Winterbottom,"Matt Greenhalgh, Paul Willetts (based on biographical material from ""Members Only: The Life and Times of Paul Raymond""), Jean de Letraz (extract from ""Pyjama Tops originally titled Moumou""), Simone Peigniet (extract from ""Pyjama Tops originally titled Moumou""), Mawby Green (English translation extract from ""Pyjama Tops originally titled Moumou""), Ed Feilbert (English translation extract from ""Pyjama Tops originally titled Moumou""), Tom Eyen (extract from ""Women Behind Bars"")","Jennifer Ellis, Steve Coogan, Nick Hopper, Paul Popplewell",Biography,English,UK,101,217933
528,591,The Grandmaster,2013,Kar-Wai Wong,"Kar-Wai Wong (story), Kar-Wai Wong (screenplay), Jingzhi Zou (screenplay), Haofeng Xu (screenplay)","Tony Chiu-Wai Leung, Cung Le, Qingxiang Wang, Elvis Tsui",Action,Mandarin,Hong Kong,130,6300000
544,610,Trance,2013,Danny Boyle,"Joe Ahearne (screenplay), John Hodge (screenplay), Joe Ahearne (story)","James McAvoy, Vincent Cassel, Rosario Dawson, Danny Sapani",Crime,English,UK,101,4856227
550,616,The Missing Picture,2013,Rithy Panh,"Rithy Panh, Christophe Bataille (commentary)","Randal Douc, Jean-Baptiste Phou",Documentary,French,Cambodia,92,31087
568,637,Half of a Yellow Sun,2013,Biyi Bandele,"Chimamanda Ngozi Adichie (novel), Biyi Bandele (screenplay)","Thandie Newton, Chiwetel Ejiofor, Anika Noni Rose, Joseph Mawle",Drama,English,Nigeria,111,53645
569,638,Scary Movie 5,2013,"Malcolm D. Lee, David Zucker","David Zucker, Pat Proft, Shawn Wayans (based on characters created by), Marlon Wayans (based on characters created by), Buddy Johnson (based on characters created by), Phil Beauman (based on characters created by), Jason Friedberg (based on characters created by), Aaron Seltzer (based on characters created by)","Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker",Comedy,English,USA,86,32014289
573,642,Joe,2013,David Gordon Green,"Gary Hawkins, Larry Brown (based on the novel by)","Nicolas Cage, Tye Sheridan, Gary Poulter, Ronnie Gene Blevins",Crime,English,USA,117,257588
577,647,Mother of George,2013,Andrew Dosunmu,Darci Picoult,"Danai Gurira, Isaach De Bankole, Anthony Okungbowa, Bukky Ajayi",Drama,English,Nigeria,107,145442
579,649,R100,2013,Hitoshi Matsumoto,"Hitoshi Matsumoto (screenplay), Mitsuyoshi Takasu (screenplay), Tomoji Hasegawa (screenplay), Koji Ema (screenplay), Mitsuru Kuramoto (screenplay)","Nao Ohmori, Mao Daichi, Shinobu Terajima, Hairi Katagiri",Comedy,Japanese,Japan,99,24068
581,651,Blue Is the Warmest Color,2013,Abdellatif Kechiche,"Abdellatif Kechiche (scenario,  adaptation and dialogue), Ghalia Lacroix (scenario,  adaptation and dialogue), Julie Maroh (adapted from: the comic book ""Le Bleu est une couleur chaude"" by)","Lea Seydoux, Adele Exarchopoulos, Salim Kechiouche, Aurelien Recoing",Drama,French,France,180,46024509
585,655,World War Z,2013,Marc Forster,"Matthew Michael Carnahan (screenplay), Drew Goddard (screenplay), Damon Lindelof (screenplay), Matthew Michael Carnahan (screen story), J. Michael Straczynski (screen story), Max Brooks (based on the novel by)","Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",Action,English,USA,116,202351611
602,673,The Counsellor,2013,Ridley Scott,Cormac McCarthy,"Michael Fassbender, Penelope Cruz, Cameron Diaz, Javier Bardem",Crime,English,UK,117,14696331
627,699,Felony,2013,Matthew Saville,Joel Edgerton (screenplay),"Jai Courtney, Joel Edgerton, Mark Simpson, Paul Caesar",Thriller,English,Australia,105,185429
676,753,Gimme Shelter,2013,Ron Krauss,Ron Krauss,"Brendan Fraser, Rosario Dawson, Ann Dowd, Vanessa Hudgens",Drama,English,USA,101,1359563
683,760,Camille Claudel 1915,2013,Bruno Dumont,"Paul Claudel (letters), Camille Claudel (letters), Bruno Dumont (scenario and dialogue)","Juliette Binoche, Jean-Luc Vincent, Jessica Errero, Claire Peyrade",Biography,French,France,95,22540
696,775,Warm Bodies,2013,Jonathan Levine,"Isaac Marion (based on the novel by), Jonathan Levine (screenplay)","Nicholas Hoult, Teresa Palmer, Analeigh Tipton, Rob Corddry",Comedy,English,USA,98,65000000
702,781,Rush,2013,Ron Howard,Peter Morgan,"Chris Hemsworth, Daniel Bruhl, Olivia Wilde, Alexandra Maria Lara",Action,English,UK,123,22442876
705,784,Insidious: Chapter 2,2013,James Wan,"Leigh Whannell (based on characters created by), James Wan (story), Leigh Whannell (story), Leigh Whannell (screenplay)","Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",Horror,English,USA,106,71401629
711,791,As I Lay Dying,2013,James Franco,"William Faulkner (based on a novel by), James Franco (screenplay), Matt Rager (screenplay)","James Franco, Tim Blake Nelson, Jim Parrack, Ahna O'Reilly",Drama,English,USA,110,15009
714,794,Syrup,2013,Aram Rappaport,"Aram Rappaport (screenplay by), Max Barry (screenplay by), Max Barry (novel)","Juan Luis Acevedo, Kirstie Alley, Jolene Andersen, Max Barry",Comedy,English,USA,90,656
717,797,Beneath the Harvest Sky,2013,"Aron Gaudet, Gita Pullapilly","Aron Gaudet, Gita Pullapilly","Emory Cohen, Callan McAuliffe, Kymberli Bryant, Zoe Levin",Crime,English,USA,116,28116
726,807,New World,2013,Hoon-jung Park,Hoon-jung Park (screenplay),"Jung-jae Lee, Min-sik Choi, Jung-min Hwang, Sung-woong Park",Crime,Korean,South Korea,134,296512
740,823,Breathe In,2013,Drake Doremus,"Drake Doremus, Ben York Jones","Guy Pearce, Felicity Jones, Amy Ryan, Mackenzie Davis",Drama,English,USA,98,55881
748,832,The Rooftop,2013,Jay Chou,Jay Chou,"Jay Chou, Xueqi Wang, Eric Tsang, Fan Xu",Action,Mandarin,Taiwan,120,16226
761,846,Kevin Hart: Let Me Explain,2013,"Leslie Small, Tim Story",Kevin Hart,"Kevin Hart, Harry Ratchford, Will 'Spank' Horton, Joey Wells",Documentary,English,USA,75,32200000
777,865,The German Doctor,2013,Lucia Puenzo,Lucia Puenzo,"Alex Brendemuhl, Natalia Oreiro, Diego Peretti, Elena Roger",Drama,Spanish,Argentina,93,414912
790,879,Pain & Gain,2013,Michael Bay,"Christopher Markus (screenplay), Stephen McFeely (screenplay), Pete Collins (based on the magazine articles by)","Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub",Action,English,USA,129,49300000
793,883,The Last Exorcism Part II,2013,Ed Gass-Donnelly,"Damien Chazelle (screenplay), Ed Gass-Donnelly (screenplay), Damien Chazelle (story), Huck Botko (characters created by), Andrew Gurland (characters created by)","Ashley Bell, Julia Garner, Spencer Treat Clark, David Jensen",Drama,English,France,88,15200000
818,912,Life of Crime,2013,Daniel Schechter,"Daniel Schechter (written for the screen by), Elmore Leonard (based on the book ""The Switch"" written by)","Jennifer Aniston, Yasiin Bey, Isla Fisher, Will Forte",Comedy,English,USA,98,261695
831,926,Safe Haven,2013,Lasse Hallstrom,"Dana Stevens (screenplay), Gage Lansky (screenplay), Nicholas Sparks (based upon the novel by)","Julianne Hough, Irene Ziegler, Jon Kohler, Tim Parati",Drama,English,USA,115,71100000
859,960,Adult World,2013,Scott Coffey,Andy Cochran,"Emma Roberts, Summer Shelton, Chris Riggi, Shannon Woodward",Comedy,English,USA,97,16740
870,972,Return to Nuke 'Em High Volume 1,2013,Lloyd Kaufman,"Travis Campbell, Casey Clapp (additional material), Derek Dressler, Aaron Hamel (additional material by), Lloyd Kaufman","Asta Paredes, Catherine Corcoran, Vito Trigo, Clay von Carlowitz",Comedy,English,USA,85,4735
877,980,Fruitvale Station,2013,Ryan Coogler,Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand",Biography,English,USA,85,11010136
884,987,Enemy,2013,Denis Villeneuve,"Jose Saramago (novel), Javier Gullon","Jake Gyllenhaal, Melanie Laurent, Sarah Gadon, Isabella Rossellini",Mystery,English,Canada,91,455421
905,1011,Broken City,2013,Allen Hughes,Brian Tucker,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright",Crime,English,USA,109,19600000
914,1021,A.C.O.D.,2013,Stuart Zicherman,"Ben Karlin, Stuart Zicherman","Adam Scott, Richard Jenkins, Catherine O'Hara, Amy Poehler",Comedy,English,USA,88,123368
920,1030,The To Do List,2013,Maggie Carey,Maggie Carey,"Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat",Comedy,English,USA,104,3400000
921,1031,Star Trek Into Darkness,2013,J.J. Abrams,"Roberto Orci, Alex Kurtzman, Damon Lindelof, Gene Roddenberry (television series ""Star Trek"")","Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban",Action,English,USA,132,228756232
923,1033,American Hustle,2013,David O. Russell,"Eric Warren Singer, David O. Russell","Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner",Crime,English,USA,138,99165609
943,1055,The Mortal Instruments: City of Bones,2013,Harald Zwart,"Jessica Postigo (screenplay by), Cassandra Clare (based on the novel by)","Lily Collins, Jamie Campbell Bower, Kevin Zegers, Jemima West",Action,English,USA,130,31165421
948,1060,A Teacher,2013,Hannah Fidell,Hannah Fidell,"Lindsay Burdge, Will Brittain, Jennifer Prediger, Julie Dell Phillips",Drama,English,USA,75,4000
950,1063,Anchorman 2: The Legend Continues,2013,Adam McKay,"Will Ferrell, Adam McKay, Will Ferrell (characters), Adam McKay (characters)","Will Ferrell, Steve Carell, Paul Rudd, David Koechner",Comedy,English,USA,119,76820043
953,1066,Downloaded,2013,Alex Winter,Alex Winter,"Henry Rollins, Cindy Margolis, Noel Gallagher, Billy Corgan",Documentary,English,USA,106,8278
962,1077,The Love Punch,2013,Joel Hopkins,"Joel Hopkins, Tess Morris (additional writing by)","Emma Thompson, Pierce Brosnan, Celia Imrie, Timothy Spall",Comedy,English,France,94,1105254
987,1103,The Right Kind of Wrong,2013,Jeremiah S. Chechik,"Tim Sandlin (novel), Megan Martin (screenplay)","Ryan Kwanten, Kristen Hager, Maria Menounos, Jamani",Comedy,English,Canada,97,2022
988,1104,Our Man in Tehran,2013,"Drew Taylor, Larry Weinstein","Drew Taylor, Robert Wright","Assadollah Alam, Bob Anders, Jimmy Carter, Joe Clark",Documentary,English,Canada,85,2333
993,1110,I Give It a Year,2013,Dan Mazer,Dan Mazer (screenplay),"Rose Byrne, Rafe Spall, Alex Macqueen, Stephen Merchant",Comedy,English,UK,97,5851913
1002,1120,StreetDance: All Stars,2013,Ben Gregor,Paul Gerstenberger,"Theo Stevenson, Akai Osei-Mansfield, Ashley Jensen, Fleur Houdijk",Comedy,English,UK,106,760142
1012,1131,Fast & Furious 6,2013,Justin Lin,"Chris Morgan, Gary Scott Thompson (characters)","Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",Action,English,USA,130,238700000
1021,1140,Olympus Has Fallen,2013,Antoine Fuqua,"Creighton Rothenberger, Katrin Benedikt","Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott",Action,English,USA,119,98600000
1037,1156,Killing Season,2013,Mark Steven Johnson,Evan Daugherty,"Robert De Niro, John Travolta, Milo Ventimiglia, Elizabeth Olin",Action,English,USA,91,27713
1038,1157,The Conjuring,2013,James Wan,"Chad Hayes, Carey W. Hayes","Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston",Horror,English,USA,112,137387272
1040,1159,Dallas Buyers Club,2013,Jean-Marc Vallee,"Craig Borten, Melisa Wallack","Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare",Biography,English,USA,117,23750994
1051,1170,The Inevitable Defeat of Mister & Pete,2013,George Tillman Jr.,Michael Starrbury,"Skylan Brooks, Ethan Dizon, Jennifer Hudson, Adewale Akinnuoye-Agbaje",Drama,English,USA,108,487348
1080,1199,Welcome to the Punch,2013,Eran Creevy,Eran Creevy,"James McAvoy, Mark Strong, Andrea Riseborough, Johnny Harris",Action,English,UK,99,6787
1090,1209,Riddick,2013,David Twohy,"David Twohy, Jim Wheat (based on characters created by), Ken Wheat (based on characters created by)","Vin Diesel, Jordi Molla, Matt Nable, Katee Sackhoff",Action,English,Canada,119,35512027
1094,1213,Stop the Pounding Heart,2013,Roberto Minervini,"Roberto Minervini (story), Diego Romero (story), Roberto Minervini (screenplay)","Sara Carlson, Colby Trichell, Tim Carlson, LeeAnne Carlson",Documentary,English,USA,98,2363
1097,1216,C.O.G.,2013,Kyle Patrick Alvarez,"Kyle Patrick Alvarez, David Sedaris (essay)","Jonathan Groff, Tyra Richards, Beth Furumasu, Keiko Green",Comedy,English,USA,88,55301
1101,1220,All Is Bright,2013,Phil Morrison,Melissa James Gibson,"Paul Giamatti, Paul Rudd, Sally Hawkins, Amy Landecker",Comedy,English,USA,107,4556
1105,1224,Machete Kills,2013,Robert Rodriguez,"Kyle Ward (screenplay), Robert Rodriguez (story), Marcel Rodriguez (story)","Danny Trejo, Mel Gibson, Demian Bichir, Amber Heard",Action,English,USA,107,5658869
1106,1225,Stand Clear of the Closing Doors,2013,Sam Fleischner,"Rose Lichter-Marck (screenplay), Micah Bloomberg (screenplay), Rose Lichter-Marck (story)","Andrea Suarez Paz, Jesus Sanchez-Velez, Azul Zorrilla, Tenoch Huerta",Drama,English,USA,102,7000
1107,1226,Percy Jackson: Sea of Monsters,2013,Thor Freudenthal,"Marc Guggenheim (screenplay by), Rick Riordan (based upon the novel ""Percy Jackson and the Olympians: The Sea of Monsters"" written by)","Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin",Adventure,English,USA,106,68558662
1110,1229,The Last Stand,2013,Jee-woon Kim,Andrew Knauer,"Arron Shiver, Arnold Schwarzenegger, Titos Menchaca, Richard Dillard",Action,English,USA,107,12000000
1124,1243,The Tale of The Princess Kaguya,2013,Isao Takahata,"Isao Takahata (story), Isao Takahata (screenplay), Riko Sakaguchi (screenplay)","Chloe Grace Moretz, James Caan, Mary Steenburgen, Darren Criss",Animation,Japanese,Japan,137,408718
1129,1248,On My Way,2013,Emmanuelle Bercot,"Emmanuelle Bercot (screenplay), Jerome Tonnerre (screenplay)","Catherine Deneuve, Nemo Schiffman, Gerard Garouste, Camille",Comedy,French,France,116,311372
1177,1297,We Are What We Are,2013,Jim Mickle,"Nick Damici, Jim Mickle, Jorge Michel Grau (based on: the screenplay ""Somos lo que hay"" by)","Kassie Wesley DePaiva, Laurent Rejto, Julia Garner, Ambyr Childers",Drama,English,USA,105,54371
1180,1300,Side Effects,2013,Steven Soderbergh,Scott Z. Burns,"Rooney Mara, Carmen Pelaez, Marin Ireland, Channing Tatum",Crime,English,USA,106,32154410
1188,1310,Before Midnight,2013,Richard Linklater,"Richard Linklater, Julie Delpy, Ethan Hawke, Richard Linklater (characters), Kim Krizan (characters)","Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior",Drama,English,USA,109,8114507
1196,1319,Tangerines,2013,Zaza Urushadze,"Tatjana Mulbeier (idea), Zaza Urushadze (idea), Zaza Urushadze, Artur Veeber (idea)","Lembit Ulfsak, Giorgi Nakashidze, Misha Meskhi, Elmo Nuganen",Drama,Estonian,Estonia,87,114501
1204,1328,Evergreen: The Road to Legalization,2013,Riley Morton,Nils Cowan,"Rick Steves, Alison Holcomb, John Mckay, Pete Holmes",Documentary,English,USA,86,2363
1206,1331,Thor: The Dark World,2013,Alan Taylor,"Christopher L. Yost (screenplay by), Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Don Payne (story by), Robert Rodat (story by), Stan Lee (based on the Marvel comics by), Larry Lieber (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Walter Simonson (character created by: Malekith)","Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",Action,English,USA,112,206360018
1208,1333,Love and Honor,2013,Danny Mooney,"Jim Burnstein, Garrett K. Schiff","Liam Hemsworth, Austin Stowell, Teresa Palmer, Aimee Teegarden",Drama,English,USA,100,10534
1229,1355,Dom Hemingway,2013,Richard Shepard,Richard Shepard,"Jude Law, Luca Zoo Franzoni, Richard Graham, George Sweeney",Comedy,English,UK,93,342096
1230,1356,A Good Day to Die Hard,2013,John Moore,"Skip Woods, Roderick Thorp (certain original characters by)","Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead",Action,English,USA,98,67344392
1243,1369,The Informant,2013,Julien Leclercq,"Abdel Raouf Dafri (scenario), Marc Fievet (from the book by)","Gilles Lellouche, Tahar Rahim, Riccardo Scamarcio, Raphaelle Agogue",Crime,French,France,116,9770
1244,1371,We're the Millers,2013,Rawson Marshall Thurber,"Bob Fisher (screenplay), Steve Faber (screenplay), Sean Anders (screenplay), John Morris (screenplay), Bob Fisher (story), Steve Faber (story)","Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter",Comedy,English,USA,110,144900000
1254,1382,Lovelace,2013,"Rob Epstein, Jeffrey Friedman",Andy Bellin,"Amanda Seyfried, Peter Sarsgaard, Sharon Stone, Robert Patrick",Biography,English,USA,93,300000
1262,1391,42,2013,Brian Helgeland,Brian Helgeland,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni",Biography,English,USA,128,95001343
1266,1396,Citizen Koch,2013,"Carl Deal, Tia Lessin","Carl Deal, Tia Lessin","David H. Koch, Charles G. Koch, Scott Walker, Floyd Abrams",Documentary,English,USA,90,153908
1291,1424,Iron Man 3,2013,Shane Black,"Drew Pearce (screenplay by), Shane Black (screenplay by), Stan Lee (based on the Marvel comic book by), Don Heck (based on the Marvel comic book by), Larry Lieber (based on the Marvel comic book by), Jack Kirby (based on the Marvel comic book by), Warren Ellis (based on the ""Extremis"" mini-series written by), Adi Granov (based on the ""Extremis"" mini-series illustrated by)","Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce",Action,English,China,130,408992272
