,Actors,BoxOffice,Country,Director,Genre,Label,Language,Runtime,Title,Unnamed: 0,Writer,Year
26,"Aarav Khanna, Chinmay Chandraunshuh, Divji Handa, Irfan Khan",6149.0,India,"Vikas Bahl, Nitesh Tiwari",Comedy,0,Hindi,135.0,Chillar Party,29.0,"Vikas Bahl (screenplay), Vijay Maurya, Nitesh Tiwari",2011.0
27,"Benoit Poelvoorde, Dany Boon, Christel Pedrinelli, Karin Viard",153494.0,France,Dany Boon,Comedy,0,French,108.0,Nothing to Declare,30.0,"Dany Boon (scenario and dialogue), Yael Boon (collaboration)",2010.0
28,"Jessica De Gouw, Nathan Phillips, David Field, Lauren Cleary",206727.0,Australia,Zak Hilditch,Drama,0,English,87.0,These Final Hours,31.0,Zak Hilditch,2013.0
29,"Zach Gilford, Jena Malone, John Slattery, Gabrielle Union",6175.0,USA,Brian Savelson,Drama,0,English,103.0,In Our Nature,32.0,Brian Savelson,2012.0
30,"Esai Morales, Robert Salzman, Ty Jones, Harmony Santana",139013.0,USA,Rashaad Ernesto Green,Drama,0,English,86.0,Gun Hill Road,33.0,"Rashaad Ernesto Green, Zora Howard (poetry)",2011.0
31,"Ariane Labed, Vangelis Mourikis, Evangelia Randou, Yorgos Lanthimos",12540.0,Greece,Athina Rachel Tsangari,Drama,0,Greek,97.0,Attenberg,34.0,Athina Rachel Tsangari,2010.0
32,"Barbra Streisand, Seth Rogen, Julene Renee, Zabryna Guevara",37101011.0,USA,Anne Fletcher,Comedy,1,English,95.0,The Guilt Trip,35.0,Dan Fogelman,2012.0
33,"Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant",31051126.0,UK,"Peter Lord, Jeff Newitt(co-director)",Animation,1,English,88.0,The Pirates! Band of Misfits,36.0,"Gideon Defoe (book), Gideon Defoe (screenplay)",2012.0
34,"Otto Jespersen, Glenn Erland Tosterud, Johanna Morck, Tomas Alf Larsen",252652.0,Norway,Andre Ovredal,Drama,0,Norwegian,103.0,Trollhunter,37.0,Andre Ovredal,2010.0
35,"Kevin Spacey, Ruth Marshall, Graham Greene, Hannah Endicott-Douglas",1039869.0,Canada,George Hickenlooper,Biography,0,English,108.0,Casino Jack,38.0,Norman Snider,2010.0
36,"David Bierend, Brian Boland, Molly Ephraim, Katie Featherston",84747727.0,USA,Tod Williams,Horror,1,English,91.0,Paranormal Activity 2,39.0,"Michael R. Perry (screenplay), Christopher Landon (screenplay), Tom Pabst (screenplay), Michael R. Perry (story), Oren Peli (film ""Paranormal Activity"")",2010.0
37,"Shah Rukh Khan, Arjun Rampal, Kareena Kapoor, Shahana Goswami",2509150.0,India,Anubhav Sinha,Action,0,Hindi,156.0,Ra.One,40.0,"David Benullo, Kanika Dhillon (dialogue), Kanika Dhillon (screenplay), Niranjan Iyengar (dialogue), Shah Rukh Khan (screenplay), Mushtaq Sheikh (screenplay), Anubhav Sinha (story), Anubhav Sinha, Rajshri Sudhakar (Dialogue Writer: Telugu)",2011.0
38,"Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate",45045037.0,USA,"Bobby Farrelly, Peter Farrelly",Comedy,1,English,105.0,Hall Pass,41.0,"Pete Jones (screenplay), Peter Farrelly (screenplay), Kevin Barnett (screenplay), Bobby Farrelly (screenplay), Pete Jones (story)",2011.0
39,"Judy Findlay, Steve Little, Robert Longstreet, Carlos Lopez",1933.0,USA,Todd Rohal,Comedy,0,English,75.0,The Catechism Cataclysm,42.0,Todd Rohal (screenplay),2011.0
40,"Akshay Kumar, Deepika Padukone, Riteish Deshmukh, Lara Dutta",642156.0,India,Sajid Khan,Comedy,0,Hindi,144.0,Housefull,44.0,"Sameer Anjaan (lyrics), Anvita Dutt Guptan (dialogues), Sajid Khan (screenplay), Sajid Nadiadwala (story), Vibha Singh (screenplay), Milap Zaveri (screenplay)",2010.0
41,"Andrew Breitbart, Orson Bean, Dick Armey, Michele Bachmann",81432.0,USA,Andrew Marcus,Documentary,0,English,85.0,Hating Breitbart,45.0,Andrew Marcus,2012.0
42,"Michael Polley, Harry Gulkin, Susy Buchan, John Buchan",1599038.0,Canada,Sarah Polley,Documentary,0,English,108.0,Stories We Tell,46.0,"Sarah Polley, Michael Polley (narration)",2012.0
43,"Diana Vreeland, Richard Avedon, David Bailey, Lauren Bacall",619054.0,USA,"Lisa Immordino Vreeland, Bent-Jorgen Perlmutt(co-director), Frederic Tcheng(co-director)",Documentary,0,English,86.0,Diana Vreeland: The Eye Has to Travel,48.0,"Lisa Immordino Vreeland, Bent-Jorgen Perlmutt, Frederic Tcheng",2011.0
44,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton",37714860.0,USA,Tyler Perry,Drama,1,English,133.0,For Colored Girls,49.0,"Tyler Perry (screenplay), Ntozake Shange (play)",2010.0
45,"Alex Gibney, Eliot Spitzer, Hulbert Waldroup, Lloyd Constantine",187540.0,USA,Alex Gibney,Documentary,0,English,117.0,Client 9: The Rise and Fall of Eliot Spitzer,50.0,Alex Gibney,2010.0
46,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter",125286889.0,USA,McG,Action,1,English,115.0,Terminator Salvation,51.0,"John Brancato, Michael Ferris",2009.0
47,"Agnes Kittelsen, Joachim Rafaelsen, Maibritt Saerens, Henrik Rafaelsen",44947.0,Norway,Anne Sewitsky,Comedy,0,Norwegian,85.0,"Happy, Happy",52.0,"Mette M. Bolstad (dramaturge), Anne Sewitsky, Ragnhild Tronvoll (screenplay)",2010.0
48,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster",97665254.0,USA,Peter Berg,Action,1,English,121.0,Lone Survivor,53.0,"Peter Berg, Marcus Luttrell (book), Patrick Robinson (book)",2013.0
49,"Elizabeth Olsen, Christopher Abbott, Brady Corbet, Hugh Dancy",2981038.0,USA,Sean Durkin,Drama,0,English,102.0,Martha Marcy May Marlene,54.0,Sean Durkin,2011.0
50,"Ye Liu, Yuanyuan Gao, Wei Fan, Lan Qin",68767.0,China,Chuan Lu,Drama,0,Mandarin,133.0,City of Life and Death,55.0,Chuan Lu,2009.0
51,"Francois Cluzet, Marion Cotillard, Benoit Magimel, Gilles Lellouche",183662.0,France,Guillaume Canet,Comedy,0,French,154.0,Little White Lies,56.0,Guillaume Canet (scenario and dialogue),2010.0
52,"Bipasha Basu, Helen, Pradeep Kharab, Madhavan",52618.0,India,Ashwini Chaudhary,Comedy,0,Hindi,127.0,Jodi Breakers,58.0,"Ashwini Chaudhary, Sanyukta Shaikh Chawla",2012.0
53,"Michael Hadley, Charlie Rowe, Lucy Fleming, Philip Seymour Hoffman",8000000.0,UK,Richard Curtis,Comedy,1,English,117.0,Pirate Radio,59.0,Richard Curtis,2009.0
54,"Kristin Kreuk, Chris Klein, Neal McDonough, Robin Shou",8646753.0,Canada,Andrzej Bartkowiak,Action,1,English,96.0,Street Fighter: The Legend of Chun-Li,60.0,"Justin Marks (screenplay), Alexandre Dumas (novel)",2009.0
55,"Michael Cera, Portia Doubleday, Jean Smart, Zach Galifianakis",15150933.0,USA,Miguel Arteta,Comedy,1,English,90.0,Youth in Revolt,61.0,"Gustin Nash (screenplay), C.D. Payne (novel)",2009.0
56,"Isla Fisher, Hugh Dancy, Krysten Ritter, Joan Cusack",44239688.0,USA,P.J. Hogan,Comedy,1,English,104.0,Confessions of a Shopaholic,62.0,"Tracey Jackson (screenplay), Tim Firth (screenplay), Kayla Alpert (screenplay), Sophie Kinsella (books)",2009.0
57,"James Floyd, Fady Elsayed, Anthony Welsh, Amira Ghazalla",10305.0,UK,Sally El Hosaini,Crime,0,English,111.0,My Brother the Devil,63.0,Sally El Hosaini,2012.0
58,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville",200000.0,Australia,Anne Fontaine,Drama,0,English,112.0,Adore,64.0,"Anne Fontaine (screenplay), Christopher Hampton (story), Anne Fontaine (story), Doris Lessing (book)",2013.0
59,"Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth",42441000.0,USA,Julie Anne Robinson,Drama,1,English,107.0,The Last Song,65.0,"Nicholas Sparks (screenplay), Jeff Van Wie (screenplay), Nicholas Sparks (book)",2010.0
60,"Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe",381000185.0,USA,David Yates,Adventure,1,English,130.0,Harry Potter and the Deathly Hallows: Part 2,66.0,"Steve Kloves (screenplay), J.K. Rowling (novel)",2011.0
61,"Drake Bell, Sara Paxton, Christopher McDonald, Leslie Nielsen",25815447.0,USA,Craig Mazin,Action,1,English,75.0,Superhero Movie,67.0,Craig Mazin,2008.0
62,"Ajay Devgn, Kajal Aggarwal, Prakash Raj, Sonali Kulkarni",287458.0,India,Rohit Shetty,Action,0,Hindi,143.0,Singham,68.0,"Hari (original story), Yunus Sajawal (screenplay), Sajid (dialogue), Farhad Samji",2011.0
63,"Khan Chittenden, Morning Tzu-Yi Mo, Robert Menzies, Edwina Wren",8462.0,Australia,Aaron Wilson,Adventure,0,English,84.0,Canopy,70.0,Aaron Wilson,2013.0
64,"John Turturro, Woody Allen, Vanessa Paradis, Liev Schreiber",3179352.0,USA,John Turturro,Comedy,0,English,90.0,Fading Gigolo,71.0,John Turturro,2013.0
65,"Charlotte Gainsbourg, Morgana Davies, Marton Csokas, Christian Byers",69236.0,France,Julie Bertuccelli,Drama,0,English,100.0,The Tree,72.0,"Judy Pascoe (novel), Julie Bertuccelli, Elizabeth J. Mars (first screenplay)",2010.0
66,"Lukas Haas, Madeline Zima, Jake Busey, Tania Raymonde",6106.0,USA,Adam Sherman,Comedy,0,English,95.0,Crazy Eyes,73.0,"Adam Sherman, Dave Reeves, Rachel Hardisty",2012.0
67,"Lisa Curtis, Christopher Schmidt, Lyanna Tumaneng, Tanner Maguire",1121000.0,USA,"David Nixon, Patrick Doughtie(co-director)",Drama,0,English,110.0,Letters to God,74.0,"Patrick Doughtie (story and screenplay), Art D'Alessandro, Sandra Thrift, Cullen Douglas",2010.0
68,"Clive Owen, Julia Roberts, Tom Wilkinson, Paul Giamatti",40559930.0,USA,Tony Gilroy,Comedy,1,English,125.0,Duplicity,75.0,Tony Gilroy,2009.0
69,"Thomas Kretschmann, Marta Gastini, Asia Argento, Unax Ugalde",3085.0,Italy,Dario Argento,Horror,0,English,110.0,Dracula 3D,76.0,"Dario Argento (screenplay), Enrique Cerezo (screenplay), Stefano Piani (screenplay), Bram Stoker (book), Antonio Tentori (screenplay)",2012.0
70,"Matthieu Chedid, Vanessa Paradis, Gad Elmaleh, Francois Cluzet",1043531.0,France,Bibo Bergeron,Animation,0,French,90.0,A Monster in Paris,78.0,"Bibo Bergeron (screenplay), Bibo Bergeron (story), Stephane Kazandjian (screenplay)",2011.0
71,"Daniel Radcliffe, Dane DeHaan, Michael C. Hall, Jack Huston",679958.0,USA,John Krokidas,Biography,0,English,104.0,Kill Your Darlings,80.0,"Austin Bunn (screenplay), Austin Bunn (story), John Krokidas (screenplay)",2013.0
72,"Amber Tamblyn, Alexis Bledel, America Ferrera, Blake Lively",44029972.0,USA,Sanaa Hamri,Comedy,1,English,119.0,The Sisterhood of the Traveling Pants 2,81.0,"Elizabeth Chandler (screenplay), Ann Brashares (novel)",2008.0
73,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce",15700000.0,USA,Kathryn Bigelow,Drama,1,English,131.0,The Hurt Locker,82.0,Mark Boal,2008.0
74,"Bobby Naderi, Noureen DeWulf, Dominic Rains, Maytha Alhassen",11175.0,USA,Eyad Zahra,Drama,0,English,83.0,The Taqwacores,83.0,"Michael Muhammad Knight (screenplay), Michael Muhammad Knight (story), Eyad Zahra (screenplay)",2010.0
75,"Brendan Fraser, Sienna Guillory, Eliza Bennett, Richard Strange",17281832.0,Germany,Iain Softley,Adventure,1,English,106.0,Inkheart,84.0,"David Lindsay-Abaire (screenplay), Cornelia Funke (novel)",2008.0
76,"Yusuke Iseya, Jason Bermingham, Eduardo Semerjian, Don McKellar",3073392.0,Canada,Fernando Meirelles,Drama,0,English,121.0,Blindness,85.0,"Jose Saramago (novel), Don McKellar (screenplay)",2008.0
77,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng",163100000.0,USA,Louis Leterrier,Action,1,English,106.0,Clash of the Titans,87.0,"Travis Beacham (screenplay), Phil Hay (screenplay), Matt Manfredi (screenplay), Beverley Cross",2010.0
78,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson",209805005.0,USA,Justin Lin,Action,1,English,130.0,Fast Five,88.0,"Chris Morgan, Gary Scott Thompson (characters)",2011.0
79,"Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair",336663349.0,USA,Francis Lawrence,Action,1,English,146.0,The Hunger Games: Catching Fire,89.0,"Simon Beaufoy (screenplay), Michael Arndt (screenplay), Suzanne Collins (novel)",2013.0
80,"Hae-il Park, Seung-ryong Ryu, Mu-Yeol Kim, Chae-won Moon",40685.0,South Korea,Han-min Kim,Action,0,Korean,122.0,War of the Arrows,90.0,Han-min Kim (screenplay),2011.0
81,"Jake Gyllenhaal, Michael Pena, Natalie Martinez, Anna Kendrick",39100000.0,USA,David Ayer,Action,1,English,109.0,End of Watch,91.0,David Ayer,2012.0
82,"Madison Bauer, Mark S. Allen, Phil Austin, Nikki Reed",138788.0,USA,Deon Taylor,Horror,0,English,96.0,Chain Letter,92.0,"Deon Taylor, Michael J. Pagan",2009.0
83,"Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet",134455175.0,USA,Seth Gordon,Adventure,1,English,111.0,Identity Thief,94.0,"Craig Mazin (screenplay), Jerry Eeten (story), Craig Mazin (story)",2013.0
84,"Julie Sokolowski, Karl Sarafidis, Yassine Salime, David Dewaele",4603.0,France,Bruno Dumont,Drama,0,French,105.0,Hadewijch,96.0,Bruno Dumont (scenario and dialogue),2009.0
85,"Candy Darling, Andy Warhol, Holly Woodlawn, Fran Lebowitz",13400.0,USA,James Rasin,Documentary,0,English,85.0,Beautiful Darling,98.0,James Rasin,2010.0
86,"Keira Knightley, Ralph Fiennes, Charlotte Rampling, Dominic Cooper",13800000.0,UK,Saul Dibb,Biography,1,English,110.0,The Duchess,99.0,"Jeffrey Hatcher (screenplay), Anders Thomas Jensen (screenplay), Saul Dibb (screenplay), Amanda Foreman (book)",2008.0
87,"Kristen Wiig, Annette Bening, Matt Dillon, Darren Criss",1378426.0,USA,"Shari Springer Berman, Robert Pulcini",Comedy,0,English,103.0,Imogene,100.0,Michelle Morgan,2012.0
88,"Ben Stein, Lili Asvar, Peter Atkins, Hector Avalos",7499617.0,USA,Nathan Frankowski,Documentary,1,English,90.0,Expelled: No Intelligence Allowed,101.0,"Kevin Miller, Ben Stein",2008.0
89,"Val Kilmer, Kris Kristofferson, Hilary Duff, Reece Thompson",9612.0,USA,Shane Dax Taylor,Drama,0,English,105.0,Bloodworth,103.0,"W. Earl Brown (screenplay), William Gay (novel)",2010.0
90,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Colin Ford",72700000.0,USA,Cameron Crowe,Comedy,1,English,124.0,We Bought a Zoo,104.0,"Aline Brosh McKenna (screenplay), Cameron Crowe (screenplay), Benjamin Mee (book)",2011.0
91,"Ranveer Singh, Sonakshi Sinha, Barun Chanda, Adil Hussain",581813.0,India,Vikramaditya Motwane,Drama,0,Hindi,136.0,Lootera,105.0,"O. Henry (short story ""The Last Leaf""), Bhavani Iyer (screenplay), Anurag Kashyap (dialogue), Vikramaditya Motwane (screenplay)",2013.0
92,"Youssouf Djaoro, Diouc Koma, Emile Abossolo M'bo, Hadje Fatime N'Goua",9862.0,France,Mahamat-Saleh Haroun,Drama,0,French,92.0,A Screaming Man,106.0,Mahamat-Saleh Haroun (screenplay),2010.0
93,"Robert Duvall, Sissy Spacek, Bill Murray, Lucas Black",9176469.0,USA,Aaron Schneider,Drama,1,English,103.0,Get Low,107.0,"Chris Provenzano (screenplay), C. Gaby Mitchell (screenplay), Chris Provenzano (story), Scott Seeke (story)",2009.0
94,"Fabrice Luchini, Ernst Umhauer, Kristin Scott Thomas, Emmanuelle Seigner",469746.0,France,Francois Ozon,Comedy,0,French,105.0,In the House,108.0,"Juan Mayorga (play), Francois Ozon (screenplay)",2012.0
95,"Bob Adcock, Tony Allen, Carmine Appice, Brian Auger",65379.0,USA,Jay Bulger,Documentary,0,English,100.0,Beware of Mr. Baker,109.0,Jay Bulger,2012.0
96,"Rajat Barmecha, Sanjay Gandhi, Ronit Roy, Manjot Singh",7461.0,India,Vikramaditya Motwane,Drama,0,Hindi,134.0,Udaan,110.0,"Vikramaditya Motwane, Anurag Kashyap, Satyanshu Singh (Rohan's poems and stories), Devanshu Singh (Rohan's poems and stories)",2010.0
97,"Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong",33806061.0,USA,Phil Traill,Comedy,1,English,99.0,All About Steve,111.0,Kim Barker,2009.0
98,"Robert Downey Jr., Jude Law, Noomi Rapace, Rachel McAdams",186830669.0,USA,Guy Ritchie,Action,1,English,129.0,Sherlock Holmes: A Game of Shadows,112.0,"Michele Mulroney, Kieran Mulroney, Arthur Conan Doyle (characters)",2011.0
99,"Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara",47000485.0,USA,Robert Luketic,Action,1,English,100.0,Killers,113.0,"Bob DeRosa (screenplay), Ted Griffin (screenplay), Bob DeRosa (story)",2010.0
100,"Rupert Friend, Emmanuelle Chriqui, Richard Coyle, Heather Graham",17243.0,Georgia,Renny Harlin,Action,0,English,113.0,5 Days of War,115.0,"Mikko Alanne (screenplay), David Battle (based on a screenplay by)",2011.0
101,"Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller",2221809.0,USA,John Cameron Mitchell,Drama,0,English,91.0,Rabbit Hole,116.0,"David Lindsay-Abaire (screenplay), David Lindsay-Abaire (based on his play: ""Rabbit Hole"")",2010.0
102,"Maggie Gyllenhaal, Oscar Steer, Asa Butterfield, Lil Woods",28995450.0,UK,Susanna White,Comedy,1,English,109.0,Nanny McPhee Returns,118.0,"Emma Thompson, Christianna Brand (characters)",2010.0
103,"Barry Barnes, Maria Laird, Ben Smyth, Brid Brennan",99134.0,UK,James Marsh,Drama,0,English,101.0,Shadow Dancer,119.0,"Tom Bradby (screenplay), Tom Bradby (based on the novel by)",2012.0
104,"Eric Schlosser, Richard Lobb, Vince Edwards, Carole Morison",4238694.0,USA,Robert Kenner,Documentary,0,English,94.0,"Food, Inc.",120.0,"Robert Kenner, Elise Pearlstein, Kim Roberts",2008.0
105,"Gerard Butler, Jennifer Aniston, Gio Perez, Joel Marsh Garland",66700000.0,USA,Andy Tennant,Action,1,English,110.0,The Bounty Hunter,121.0,Sarah Thorp,2010.0
106,"Paul Bosche, Alfredo del Rio, John DiGiacomo, Dana Gaiser",127940.0,USA,"Kate Davis, David Heilbroner",Documentary,0,English,80.0,Stonewall Uprising,122.0,"David Carter (original story), David Heilbroner",2010.0
107,"Laura Michelle Kelly, Ronan Keating, Magda Szubanski, Levi Morrison",1002313.0,Australia,Mark Lamprell,Comedy,0,English,104.0,Goddess,123.0,"Mark Lamprell, Joanna Weinberg",2013.0
108,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh",45802315.0,USA,Patrick Tatopoulos,Action,1,English,92.0,Underworld: Rise of the Lycans,125.0,"Danny McBride (screenplay), Dirk Blackman (screenplay), Howard McCain (screenplay), Len Wiseman (story), Robert Orr (story), Danny McBride (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)",2009.0
109,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike",115646235.0,South Africa,Neill Blomkamp,Action,1,English,112.0,District 9,126.0,"Neill Blomkamp, Terri Tatchell",2009.0
110,"Priyanka Chopra, Kangana Ranaut, Mugdha Godse, Arbaaz Khan",173551.0,India,Madhur Bhandarkar,Drama,0,Hindi,167.0,Fashion,127.0,"Ajay Monga (story and screenplay), Madhur Bhandarkar (story and screenplay), Niranjan Iyengar (dialogue), Anuradha Tiwari (story and screenplay), Sandeep Nath (lyrics), Irfan Siddiqui (lyrics), Ajeet Ghorpade (story and screenplay)",2008.0
111,"Rain, Joon Lee, Jonathan Chan-Pensley, Ill-Young Kim",38105077.0,Germany,James McTeigue,Action,1,English,99.0,Ninja Assassin,128.0,"Matthew Sand (screenplay), J. Michael Straczynski (screenplay), Matthew Sand (story)",2009.0
112,"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson",100018837.0,USA,Dennis Dugan,Comedy,1,English,113.0,You Don't Mess with the Zohan,129.0,"Adam Sandler, Robert Smigel, Judd Apatow",2008.0
113,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow",125001000.0,USA,Martin Scorsese,Mystery,1,English,138.0,Shutter Island,130.0,"Laeta Kalogridis (screenplay), Dennis Lehane (novel)",2010.0
114,"Jason Statham, Ben Foster, Tony Goldwyn, Donald Sutherland",29113588.0,USA,Simon West,Action,1,English,93.0,The Mechanic,131.0,"Richard Wenk (screenplay), Lewis John Carlino (screenplay), Lewis John Carlino (story)",2011.0
115,"Shea Whigham, Jonathan Scarfe, Michael Rothhaar, Katheryn Winnick",169298.0,USA,John Alan Simon,Drama,0,English,111.0,Radio Free Albemuth,132.0,"John Alan Simon (screenplay), Philip K. Dick (novel)",2010.0
