451,Leaving Las Vegas,18,Drama
451,Leaving Las Vegas,10749,Romance
16420,Othello,18,Drama
9263,Now and Then,35,Comedy
9263,Now and Then,18,Drama
9263,Now and Then,10751,Family
17015,Persuasion,18,Drama
17015,Persuasion,10749,Romance
902,The City of Lost Children,14,Fantasy
902,The City of Lost Children,878,Science Fiction
902,The City of Lost Children,12,Adventure
37557,Shanghai Triad,18,Drama
37557,Shanghai Triad,80,Crime
9909,Dangerous Minds,18,Drama
9909,Dangerous Minds,80,Crime
63,Twelve Monkeys,878,Science Fiction
63,Twelve Monkeys,53,Thriller
63,Twelve Monkeys,9648,Mystery
78802,Wings of Courage,10749,Romance
78802,Wings of Courage,12,Adventure
9598,Babe,14,Fantasy
9598,Babe,18,Drama
9598,Babe,35,Comedy
9598,Babe,10751,Family
47018,Carrington,36,History
47018,Carrington,18,Drama
47018,Carrington,10749,Romance
687,Dead Man Walking,18,Drama
139405,Across the Sea of Time,12,Adventure
139405,Across the Sea of Time,36,History
139405,Across the Sea of Time,18,Drama
139405,Across the Sea of Time,10751,Family
33689,It Takes Two,35,Comedy
33689,It Takes Two,10751,Family
33689,It Takes Two,10749,Romance
9603,Clueless,35,Comedy
9603,Clueless,18,Drama
9603,Clueless,10749,Romance
34615,Cry, the Beloved Country,18,Drama
31174,Richard III,18,Drama
31174,Richard III,10752,War
11443,Dead Presidents,28,Action
11443,Dead Presidents,80,Crime
11443,Dead Presidents,18,Drama
11443,Dead Presidents,36,History
35196,Restoration,18,Drama
35196,Restoration,10749,Romance
9312,Mortal Kombat,28,Action
9312,Mortal Kombat,14,Fantasy
577,To Die For,14,Fantasy
577,To Die For,18,Drama
577,To Die For,35,Comedy
577,To Die For,53,Thriller
11861,How To Make An American Quilt,18,Drama
11861,How To Make An American Quilt,10749,Romance
807,Se7en,80,Crime
807,Se7en,9648,Mystery
807,Se7en,53,Thriller
10530,Pocahontas,12,Adventure
10530,Pocahontas,16,Animation
10530,Pocahontas,18,Drama
10530,Pocahontas,10751,Family
8391,When Night Is Falling,18,Drama
8391,When Night Is Falling,10749,Romance
629,The Usual Suspects,18,Drama
629,The Usual Suspects,80,Crime
629,The Usual Suspects,53,Thriller
117164,Guardian Angel,28,Action
117164,Guardian Angel,53,Thriller
117164,Guardian Angel,18,Drama
11448,Mighty Aphrodite,35,Comedy
11448,Mighty Aphrodite,10749,Romance
49133,Lamerica,18,Drama
49133,Lamerica,10769,Foreign
26441,The Big Green,28,Action
26441,The Big Green,12,Adventure
26441,The Big Green,35,Comedy
26441,The Big Green,10751,Family
97406,Georgia,18,Drama
9089,Home for the Holidays,35,Comedy
9089,Home for the Holidays,18,Drama
9089,Home for the Holidays,10749,Romance
11010,The Postman,35,Comedy
11010,The Postman,18,Drama
11010,The Postman,10749,Romance
99040,The Confessional,53,Thriller
99040,The Confessional,18,Drama
99040,The Confessional,9648,Mystery
11359,The Indian in the Cupboard,12,Adventure
11359,The Indian in the Cupboard,10751,Family
11359,The Indian in the Cupboard,14,Fantasy
17182,Eye for an Eye,18,Drama
17182,Eye for an Eye,53,Thriller
2054,Mr. Holland's Opus,10402,Music
2054,Mr. Holland's Opus,18,Drama
2054,Mr. Holland's Opus,10751,Family
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,35,Comedy
19760,Two If by Sea,35,Comedy
19760,Two If by Sea,10749,Romance
9536,Bio-Dome,35,Comedy
11525,Lawnmower Man 2: Beyond Cyberspace,28,Action
11525,Lawnmower Man 2: Beyond Cyberspace,878,Science Fiction
40628,Two Bits,18,Drama
40628,Two Bits,10751,Family
4482,French Twist,35,Comedy
4482,French Twist,10749,Romance
10634,Friday,35,Comedy
755,From Dusk Till Dawn,27,Horror
755,From Dusk Till Dawn,28,Action
755,From Dusk Till Dawn,53,Thriller
755,From Dusk Till Dawn,80,Crime
11859,Fair Game,28,Action
11859,Fair Game,53,Thriller
11859,Fair Game,10749,Romance
28387,Kicking and Screaming,35,Comedy
28387,Kicking and Screaming,18,Drama
28387,Kicking and Screaming,10749,Romance
48750,Les Miserables,18,Drama
48750,Les Miserables,36,History
20927,Bed of Roses,18,Drama
20927,Bed of Roses,10749,Romance
36929,Big Bully,35,Comedy
36929,Big Bully,10751,Family
9102,Screamers,27,Horror
9102,Screamers,878,Science Fiction
124626,Nico Icon,99,Documentary
27526,The Crossing Guard,18,Drama
27526,The Crossing Guard,53,Thriller
9623,The Juror,18,Drama
9623,The Juror,53,Thriller
46785,The White Balloon,10751,Family
46785,The White Balloon,18,Drama
400,Things to Do in Denver When You're Dead,18,Drama
400,Things to Do in Denver When You're Dead,80,Crime
880,Antonia's Line,18,Drama
880,Antonia's Line,35,Comedy
146599,Once Upon a Time... When We Were Colored,10749,Romance
146599,Once Upon a Time... When We Were Colored,18,Drama
8447,Angels and Insects,18,Drama
8447,Angels and Insects,10749,Romance
10534,White Squall,28,Action
10534,White Squall,18,Drama
17414,Dunston Checks In,12,Adventure
17414,Dunston Checks In,35,Comedy
17414,Dunston Checks In,10751,Family
13997,Black Sheep,35,Comedy
2086,Nick of Time,80,Crime
2086,Nick of Time,18,Drama
2086,Nick of Time,53,Thriller
61548,The Journey of August King,18,Drama
9095,Mary Reilly,18,Drama
9095,Mary Reilly,27,Horror
9095,Mary Reilly,53,Thriller
9095,Mary Reilly,10749,Romance
12158,Vampire in Brooklyn,35,Comedy
12158,Vampire in Brooklyn,27,Horror
12158,Vampire in Brooklyn,10749,Romance
9283,Beautiful Girls,35,Comedy
9283,Beautiful Girls,18,Drama
9283,Beautiful Girls,10749,Romance
9208,Broken Arrow,28,Action
9208,Broken Arrow,12,Adventure
9208,Broken Arrow,18,Drama
9208,Broken Arrow,53,Thriller
40154,A Midwinter's Tale,35,Comedy
406,La Haine,18,Drama
45549,Shopping,28,Action
45549,Shopping,12,Adventure
45549,Shopping,18,Drama
45549,Shopping,878,Science Fiction
45549,Shopping,53,Thriller
63076,Heidi Fleiss: Hollywood Madam,99,Documentary
11062,City Hall,18,Drama
11062,City Hall,53,Thriller
13685,Bottle Rocket,35,Comedy
13685,Bottle Rocket,80,Crime
13685,Bottle Rocket,18,Drama
47475,Mr. Wrong,35,Comedy
47475,Mr. Wrong,10749,Romance
2045,Unforgettable,18,Drama
2045,Unforgettable,9648,Mystery
2045,Unforgettable,878,Science Fiction
2045,Unforgettable,53,Thriller
9614,Happy Gilmore,35,Comedy
688,The Bridges of Madison County,18,Drama
688,The Bridges of Madison County,10749,Romance
11907,Nobody Loves Me,18,Drama
11907,Nobody Loves Me,35,Comedy
11907,Nobody Loves Me,10751,Family
10874,Muppet Treasure Island,28,Action
10874,Muppet Treasure Island,35,Comedy
10874,Muppet Treasure Island,10402,Music
10874,Muppet Treasure Island,10751,Family
10874,Muppet Treasure Island,12,Adventure
89333,Catwalk,99,Documentary
96357,Headless Body in Topless Bar,80,Crime
197,Braveheart,28,Action
197,Braveheart,18,Drama
197,Braveheart,36,History
197,Braveheart,10752,War
103,Taxi Driver,80,Crime
103,Taxi Driver,18,Drama
33542,Rumble in the Bronx,80,Crime
33542,Rumble in the Bronx,28,Action
33542,Rumble in the Bronx,35,Comedy
33542,Rumble in the Bronx,53,Thriller
43566,Before and After,18,Drama
43566,Before and After,53,Thriller
71754,Margaret's Museum,18,Drama
43612,Happiness Is in the Field,35,Comedy
51352,Anne Frank Remembered,99,Documentary
51352,Anne Frank Remembered,18,Drama
51352,Anne Frank Remembered,10769,Foreign
16934,The Young Poisoner's Handbook,35,Comedy
16934,The Young Poisoner's Handbook,80,Crime
16934,The Young Poisoner's Handbook,18,Drama
10324,If Lucy Fell,35,Comedy
10324,If Lucy Fell,10749,Romance
78406,Steal Big Steal Little,35,Comedy
78406,Steal Big Steal Little,18,Drama
55731,Race the Sun,28,Action
55731,Race the Sun,12,Adventure
55731,Race the Sun,35,Comedy
55731,Race the Sun,18,Drama
55731,Race the Sun,10751,Family
32119,The Boys of St. Vincent,18,Drama
11066,Boomerang,35,Comedy
11066,Boomerang,10749,Romance
11104,Chungking Express,18,Drama
11104,Chungking Express,35,Comedy
11104,Chungking Express,10749,Romance
37975,The Star Maker,18,Drama
37975,The Star Maker,10749,Romance
2074,Flirting with Disaster,35,Comedy
2074,Flirting with Disaster,10749,Romance
27793,The Neverending Story III: Escape from Fantasia,14,Fantasy
44284,The Silences of the Palace,18,Drama
110972,Pie in the Sky,35,Comedy
110972,Pie in the Sky,10749,Romance
32622,Angela,35,Comedy
32622,Angela,18,Drama
73067,Frankie Starlight,18,Drama
73067,Frankie Starlight,10749,Romance
73067,Frankie Starlight,10752,War
11863,Jade,28,Action
11863,Jade,53,Thriller
11863,Jade,9648,Mystery
11863,Jade,10749,Romance
55475,Nueba Yol,35,Comedy
55475,Nueba Yol,18,Drama
55475,Nueba Yol,10749,Romance
124636,Sonic Outlaws,10402,Music
124636,Sonic Outlaws,99,Documentary
9101,Down Periscope,35,Comedy
123360,From the Journals of Jean Seberg,99,Documentary
5757,Man of the Year,35,Comedy
39428,The Neon Bible,18,Drama
9302,Up Close & Personal,18,Drama
9302,Up Close & Personal,10749,Romance
11000,The Birdcage,35,Comedy
249882,Virgin Mary,18,Drama
16388,The Brothers McMullen,35,Comedy
16388,The Brothers McMullen,18,Drama
16388,The Brothers McMullen,10749,Romance
9737,Bad Boys,28,Action
9737,Bad Boys,35,Comedy
9737,Bad Boys,80,Crime
9737,Bad Boys,53,Thriller
30765,The Amazing Panda Adventure,28,Action
30765,The Amazing Panda Adventure,12,Adventure
30765,The Amazing Panda Adventure,18,Drama
30765,The Amazing Panda Adventure,10751,Family
10474,The Basketball Diaries,18,Drama
10474,The Basketball Diaries,80,Crime
22279,An Awfully Big Adventure,10749,Romance
22279,An Awfully Big Adventure,18,Drama
22279,An Awfully Big Adventure,35,Comedy
30157,Amateur,80,Crime
30157,Amateur,35,Comedy
30157,Amateur,18,Drama
30157,Amateur,53,Thriller
568,Apollo 13,18,Drama
11780,Rob Roy,12,Adventure
34996,The Addiction,18,Drama
34996,The Addiction,27,Horror
414,Batman Forever,28,Action
414,Batman Forever,80,Crime
414,Batman Forever,14,Fantasy
649,Belle de Jour,18,Drama
649,Belle de Jour,10749,Romance
1873,Beyond Rangoon,18,Drama
1873,Beyond Rangoon,53,Thriller
5894,Blue in the Face,35,Comedy
1775,Canadian Bacon,28,Action
1775,Canadian Bacon,35,Comedy
8839,Casper,14,Fantasy
8839,Casper,35,Comedy
8839,Casper,10751,Family
20649,Clockers,9648,Mystery
20649,Clockers,80,Crime
20649,Clockers,18,Drama
10329,Congo,28,Action
10329,Congo,12,Adventure
10329,Congo,18,Drama
10329,Congo,9648,Mystery
10329,Congo,878,Science Fiction
10329,Congo,53,Thriller
8963,Crimson Tide,28,Action
8963,Crimson Tide,53,Thriller
8963,Crimson Tide,18,Drama
26564,Crumb,99,Documentary
8068,Desperado,53,Thriller
8068,Desperado,28,Action
8068,Desperado,80,Crime
8512,Devil in a Blue Dress,18,Drama
8512,Devil in a Blue Dress,9648,Mystery
8512,Devil in a Blue Dress,53,Thriller
1572,Die Hard: With a Vengeance,28,Action
1572,Die Hard: With a Vengeance,53,Thriller
13552,The Doom Generation,28,Action
13552,The Doom Generation,35,Comedy
13552,The Doom Generation,80,Crime
13552,The Doom Generation,18,Drama
259209,Feast of July,18,Drama
259209,Feast of July,80,Crime
6520,First Knight,28,Action
6520,First Knight,12,Adventure
6520,First Knight,18,Drama
6520,First Knight,10749,Romance
9073,Free Willy 2 - The Adventure Home,12,Adventure
10428,Hackers,28,Action
10428,Hackers,80,Crime
10428,Hackers,53,Thriller
10428,Hackers,18,Drama
17447,Jeffrey,35,Comedy
17447,Jeffrey,18,Drama
17447,Jeffrey,10749,Romance
9886,Johnny Mnemonic,12,Adventure
9886,Johnny Mnemonic,28,Action
9886,Johnny Mnemonic,18,Drama
9886,Johnny Mnemonic,878,Science Fiction
9886,Johnny Mnemonic,53,Thriller
9482,Judge Dredd,878,Science Fiction
19326,Jury Duty,35,Comedy
19326,Jury Duty,18,Drama
9344,Kids,18,Drama
9344,Kids,80,Crime
9071,Living in Oblivion,18,Drama
9071,Living in Oblivion,35,Comedy
8973,Lord of Illusions,9648,Mystery
8973,Lord of Illusions,27,Horror
8973,Lord of Illusions,53,Thriller
15730,Love & Human Remains,35,Comedy
15730,Love & Human Remains,18,Drama
47608,Mad Love,18,Drama
47608,Mad Love,10751,Family
47608,Mad Love,10749,Romance
2293,Mallrats,10749,Romance
2293,Mallrats,35,Comedy
9070,Mighty Morphin Power Rangers: The Movie,28,Action
9070,Mighty Morphin Power Rangers: The Movie,12,Adventure
9070,Mighty Morphin Power Rangers: The Movie,878,Science Fiction
9070,Mighty Morphin Power Rangers: The Movie,10751,Family
9070,Mighty Morphin Power Rangers: The Movie,14,Fantasy
68274,Moonlight and Valentino,35,Comedy
68274,Moonlight and Valentino,18,Drama
68274,Moonlight and Valentino,10749,Romance
48787,Mute Witness,53,Thriller
48787,Mute Witness,10769,Foreign
34574,Nadja,27,Horror
34574,Nadja,53,Thriller
1642,The Net,80,Crime
1642,The Net,18,Drama
1642,The Net,9648,Mystery
1642,The Net,53,Thriller
1642,The Net,28,Action
11472,Nine Months,35,Comedy
36196,Party Girl,35,Comedy
11980,The Prophecy,14,Fantasy
11980,The Prophecy,27,Horror
11980,The Prophecy,53,Thriller
58372,Reckless,14,Fantasy
58372,Reckless,35,Comedy
58372,Reckless,18,Drama
32646,Safe,18,Drama
10533,The Scarlet Letter,18,Drama
10533,The Scarlet Letter,36,History
10533,The Scarlet Letter,10749,Romance
56088,The Show,99,Documentary
10802,Showgirls,18,Drama
10149,Smoke,35,Comedy
10149,Smoke,18,Drama
18402,Something to Talk About,35,Comedy
9348,Species,878,Science Fiction
9348,Species,27,Horror
9348,Species,28,Action
139408,The Stars Fell on Henrietta,18,Drama
281,Strange Days,80,Crime
281,Strange Days,18,Drama
281,Strange Days,878,Science Fiction
281,Strange Days,53,Thriller
5967,The Umbrellas of Cherbourg,18,Drama
5967,The Umbrellas of Cherbourg,10749,Romance
79593,The Tie That Binds,53,Thriller
47939,Three Wishes,18,Drama
47939,Three Wishes,14,Fantasy
36834,Total Eclipse,18,Drama
36834,Total Eclipse,10749,Romance
9090,To Wong Foo, Thanks for Everything! Julie Newmar,35,Comedy
3512,Under Siege 2: Dark Territory,28,Action
3512,Under Siege 2: Dark Territory,53,Thriller
52856,Unstrung Heroes,35,Comedy
52856,Unstrung Heroes,18,Drama
52856,Unstrung Heroes,10751,Family
77350,Unzipped,99,Documentary
9560,A Walk in the Clouds,18,Drama
9560,A Walk in the Clouds,10749,Romance
9804,Waterworld,12,Adventure
9804,Waterworld,28,Action
31611,White Man's Burden,18,Drama
65796,Wild Bill,28,Action
65796,Wild Bill,37,Western
49805,The Browning Version,18,Drama
26258,Bushwhacked,12,Adventure
26258,Bushwhacked,28,Action
26258,Bushwhacked,35,Comedy
26258,Bushwhacked,80,Crime
26258,Bushwhacked,10751,Family
50797,Burnt by the Sun,18,Drama
19155,Before the Rain,18,Drama
19155,Before the Rain,10752,War
76,Before Sunrise,18,Drama
76,Before Sunrise,10749,Romance
11017,Billy Madison,35,Comedy
37141,The Babysitter,18,Drama
37141,The Babysitter,53,Thriller
9382,Boys on the Side,35,Comedy
9382,Boys on the Side,18,Drama
6715,The Cure,18,Drama
6715,The Cure,10751,Family
18256,Castle Freak,53,Thriller
18256,Castle Freak,18,Drama
18256,Castle Freak,27,Horror
18256,Castle Freak,9648,Mystery
22625,Circle of Friends,18,Drama
22625,Circle of Friends,10751,Family
22625,Circle of Friends,10749,Romance
2292,Clerks,35,Comedy
1909,Don Juan DeMarco,10749,Romance
1909,Don Juan DeMarco,18,Drama
1909,Don Juan DeMarco,35,Comedy
8984,Disclosure,18,Drama
8984,Disclosure,53,Thriller
8984,Disclosure,80,Crime
8984,Disclosure,9648,Mystery
8984,Disclosure,10749,Romance
61813,Dream Man,53,Thriller
4954,Drop Zone,28,Action
4954,Drop Zone,12,Adventure
4954,Drop Zone,53,Thriller
62488,Destiny Turns on the Radio,80,Crime
62488,Destiny Turns on the Radio,35,Comedy
62488,Destiny Turns on the Radio,14,Fantasy
10531,Death and the Maiden,18,Drama
10531,Death and the Maiden,53,Thriller
10531,Death and the Maiden,9648,Mystery
11929,Dolores Claiborne,80,Crime
11929,Dolores Claiborne,18,Drama
11929,Dolores Claiborne,9648,Mystery
8467,Dumb and Dumber,35,Comedy
10451,Eat Drink Man Woman,35,Comedy
10451,Eat Drink Man Woman,18,Drama
10451,Eat Drink Man Woman,10749,Romance
20156,Exotica,18,Drama
20156,Exotica,9648,Mystery
18395,Exit to Eden,53,Thriller
18395,Exit to Eden,35,Comedy
18395,Exit to Eden,80,Crime
18395,Exit to Eden,10749,Romance
522,Ed Wood,35,Comedy
522,Ed Wood,18,Drama
522,Ed Wood,36,History
397,French Kiss,35,Comedy
397,French Kiss,10749,Romance
10525,Forget Paris,35,Comedy
10525,Forget Paris,18,Drama
10525,Forget Paris,10749,Romance
27985,Far from Home: The Adventures of Yellow Dog,28,Action
27985,Far from Home: The Adventures of Yellow Dog,12,Adventure
27985,Far from Home: The Adventures of Yellow Dog,18,Drama
27985,Far from Home: The Adventures of Yellow Dog,10751,Family
15789,A Goofy Movie,10749,Romance
15789,A Goofy Movie,16,Animation
15789,A Goofy Movie,10751,Family
15789,A Goofy Movie,35,Comedy
15789,A Goofy Movie,12,Adventure
27303,Hideaway,18,Drama
27303,Hideaway,53,Thriller
21183,Fluke,18,Drama
21183,Fluke,10751,Family
21183,Fluke,14,Fantasy
10954,Farinelli,36,History
10954,Farinelli,18,Drama
47867,Gordy,18,Drama
47867,Gordy,10751,Family
47867,Gordy,14,Fantasy
43475,Gumby: The Movie,14,Fantasy
43475,Gumby: The Movie,16,Animation
43475,Gumby: The Movie,878,Science Fiction
43475,Gumby: The Movie,10751,Family
72031,The Glass Shield,18,Drama
72031,The Glass Shield,28,Action
72031,The Glass Shield,53,Thriller
72031,The Glass Shield,80,Crime
14275,Hoop Dreams,99,Documentary
1024,Heavenly Creatures,18,Drama
1024,Heavenly Creatures,14,Fantasy
17207,Houseguest,35,Comedy
17207,Houseguest,10751,Family
13701,Immortal Beloved,18,Drama
13701,Immortal Beloved,10402,Music
13701,Immortal Beloved,10749,Romance
14819,Heavyweights,35,Comedy
14819,Heavyweights,10751,Family
14819,Heavyweights,18,Drama
32631,The Hunted,28,Action
32631,The Hunted,53,Thriller
11777,I.Q.,35,Comedy
11777,I.Q.,18,Drama
11777,I.Q.,10749,Romance
628,Interview with the Vampire,27,Horror
628,Interview with the Vampire,10749,Romance
87729,Jefferson in Paris,18,Drama
87729,Jefferson in Paris,10749,Romance
18713,The Jerky Boys,35,Comedy
18713,The Jerky Boys,80,Crime
6280,Junior,35,Comedy
6280,Junior,10751,Family
6280,Junior,10749,Romance
9061,Just Cause,28,Action
9061,Just Cause,18,Drama
9061,Just Cause,9648,Mystery
9061,Just Cause,53,Thriller
37108,A Kid in King Arthur's Court,12,Adventure
37108,A Kid in King Arthur's Court,14,Fantasy
37108,A Kid in King Arthur's Court,35,Comedy
37108,A Kid in King Arthur's Court,878,Science Fiction
37108,A Kid in King Arthur's Court,10751,Family
6071,Kiss of Death,28,Action
6071,Kiss of Death,80,Crime
6071,Kiss of Death,18,Drama
6071,Kiss of Death,53,Thriller
11,Star Wars,12,Adventure
11,Star Wars,28,Action
11,Star Wars,878,Science Fiction
9587,Little Women,18,Drama
9587,Little Women,10749,Romance
19101,A Little Princess,18,Drama
19101,A Little Princess,10751,Family
19101,A Little Princess,14,Fantasy
49980,Ladybird Ladybird,18,Drama
17961,L'Enfer,80,Crime
17961,L'Enfer,18,Drama
18183,Like Water for Chocolate,18,Drama
18183,Like Water for Chocolate,10749,Romance
4476,Legends of the Fall,12,Adventure
4476,Legends of the Fall,18,Drama
4476,Legends of the Fall,10749,Romance
4476,Legends of the Fall,10752,War
11008,Major Payne,12,Adventure
11008,Major Payne,35,Comedy
11008,Major Payne,10751,Family
47504,Little Odessa,28,Action
47504,Little Odessa,18,Drama
32325,Mi Vida Loca,80,Crime
32325,Mi Vida Loca,18,Drama
43742,Love Affair,18,Drama
43742,Love Affair,10749,Romance
28313,Losing Isaiah,18,Drama
11318,The Madness of King George,35,Comedy
11318,The Madness of King George,18,Drama
11318,The Madness of King George,36,History
3036,Mary Shelley's Frankenstein,18,Drama
3036,Mary Shelley's Frankenstein,27,Horror
3036,Mary Shelley's Frankenstein,878,Science Fiction
3036,Mary Shelley's Frankenstein,10749,Romance
40490,Man of the House,28,Action
40490,Man of the House,35,Comedy
40490,Man of the House,10751,Family
24070,Mixed Nuts,35,Comedy
24070,Mixed Nuts,18,Drama
24070,Mixed Nuts,10749,Romance
8986,Milk Money,35,Comedy
8986,Milk Money,10749,Romance
10510,Miracle on 34th Street,14,Fantasy
10510,Miracle on 34th Street,18,Drama
10510,Miracle on 34th Street,10751,Family
17402,Miami Rhapsody,35,Comedy
17402,Miami Rhapsody,10749,Romance
38722,My Family,35,Comedy
38722,My Family,18,Drama
8438,Murder in the First,80,Crime
8438,Murder in the First,18,Drama
11593,Nobody's Fool,18,Drama
11593,Nobody's Fool,35,Comedy
1945,Nell,18,Drama
1945,Nell,53,Thriller
39310,New Jersey Drive,80,Crime
39310,New Jersey Drive,18,Drama
109560,New York Cop,28,Action
109560,New York Cop,53,Thriller
109560,New York Cop,80,Crime
109560,New York Cop,18,Drama
56428,Beyond Bedlam,27,Horror
63105,Nemesis 2 - Nebula,878,Science Fiction
63105,Nemesis 2 - Nebula,28,Action
63105,Nemesis 2 - Nebula,53,Thriller
131957,Nina Takes a Lover,18,Drama
131957,Nina Takes a Lover,10749,Romance
241,Natural Born Killers,80,Crime
241,Natural Born Killers,53,Thriller
241,Natural Born Killers,18,Drama
9058,Only You,35,Comedy
9058,Only You,18,Drama
9058,Only You,10749,Romance
527,Once Were Warriors,18,Drama
18220,Poison Ivy II: Lily,18,Drama
18220,Poison Ivy II: Lily,10749,Romance
18220,Poison Ivy II: Lily,53,Thriller
6950,Outbreak,28,Action
6950,Outbreak,18,Drama
6950,Outbreak,878,Science Fiction
6950,Outbreak,53,Thriller
101,Leon: The Professional,53,Thriller
101,Leon: The Professional,80,Crime
101,Leon: The Professional,18,Drama
63020,The Perez Family,35,Comedy
63020,The Perez Family,18,Drama
63020,The Perez Family,10749,Romance
2307,A Pyromaniac's Love Story,35,Comedy
2307,A Pyromaniac's Love Story,18,Drama
2307,A Pyromaniac's Love Story,10749,Romance
680,Pulp Fiction,53,Thriller
680,Pulp Fiction,80,Crime
41478,Panther,18,Drama
25296,Pushing Hands,35,Comedy
25296,Pushing Hands,18,Drama
40156,Priest,18,Drama
40156,Priest,10749,Romance
11450,Quiz Show,36,History
11450,Quiz Show,18,Drama
30304,Picture Bride,18,Drama
30304,Picture Bride,36,History
10452,Queen Margot,18,Drama
10452,Queen Margot,36,History
12106,The Quick and the Dead,28,Action
12106,The Quick and the Dead,37,Western
161495,Roommates,18,Drama
161495,Roommates,35,Comedy
3586,Prêt-à-Porter,18,Drama
3586,Prêt-à-Porter,35,Comedy
110,Three Colors: Red,18,Drama
110,Three Colors: Red,9648,Mystery
110,Three Colors: Red,10749,Romance
108,Three Colors: Blue,18,Drama
108,Three Colors: Blue,10402,Music
108,Three Colors: Blue,9648,Mystery
109,Three Colors: White,35,Comedy
109,Three Colors: White,18,Drama
109,Three Colors: White,9648,Mystery
159185,Red Firecracker, Green Firecracker,18,Drama
36357,Rent-a-Kid,35,Comedy
36357,Rent-a-Kid,10751,Family
36357,Rent-a-Kid,10770,TV Movie
92769,Relative Fear,27,Horror
92769,Relative Fear,18,Drama
28033,Stuart Saves His Family,35,Comedy
28033,Stuart Saves His Family,18,Drama
22586,The Swan Princess,16,Animation
14334,The Secret of Roan Inish,18,Drama
14334,The Secret of Roan Inish,10751,Family
14334,The Secret of Roan Inish,14,Fantasy
2636,The Specialist,28,Action
2636,The Specialist,53,Thriller
2164,Stargate,28,Action
2164,Stargate,12,Adventure
2164,Stargate,878,Science Fiction
11395,The Santa Clause,14,Fantasy
11395,The Santa Clause,18,Drama
11395,The Santa Clause,35,Comedy
11395,The Santa Clause,10751,Family
278,The Shawshank Redemption,18,Drama
278,The Shawshank Redemption,80,Crime
9905,Shallow Grave,80,Crime
9905,Shallow Grave,53,Thriller
87078,Suture,18,Drama
87078,Suture,53,Thriller
12527,Strawberry and Chocolate,35,Comedy
12527,Strawberry and Chocolate,18,Drama
20306,Swimming with Sharks,80,Crime
20306,Swimming with Sharks,35,Comedy
36614,The Sum of Us,35,Comedy
36614,The Sum of Us,18,Drama
36614,The Sum of Us,10749,Romance
27993,Senior Trip,35,Comedy
31439,To Live,18,Drama
31439,To Live,10749,Romance
31439,To Live,10752,War
9067,Tank Girl,28,Action
9067,Tank Girl,35,Comedy
9067,Tank Girl,14,Fantasy
9067,Tank Girl,878,Science Fiction
9059,Tales from the Crypt: Demon Knight,27,Horror
9059,Tales from the Crypt: Demon Knight,35,Comedy
9059,Tales from the Crypt: Demon Knight,53,Thriller
193,Star Trek: Generations,878,Science Fiction
193,Star Trek: Generations,28,Action
193,Star Trek: Generations,12,Adventure
193,Star Trek: Generations,53,Thriller
25066,Tales from the Hood,80,Crime
25066,Tales from the Hood,27,Horror
25066,Tales from the Hood,53,Thriller
46797,Tom & Viv,18,Drama
46797,Tom & Viv,10749,Romance
12122,Village of the Damned,53,Thriller
12122,Village of the Damned,27,Horror
12122,Village of the Damned,878,Science Fiction
11381,Tommy Boy,35,Comedy
32636,Vanya on 42nd Street,18,Drama
32636,Vanya on 42nd Street,10749,Romance
